"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
483638,"Maceió","AL",4,1,1,460,523.3,550.7,535.9,760
2237774,"Maceió","AL",4,1,1,573.4,563.1,561.3,484.1,760
461205,"Maceió","AL",1,1,1,606.6,602.8,590.4,508.5,660
368759,"Santana do Ipanema","AL",2,1,1,438.5,413.1,476,456.2,940
715400,"Maceió","AL",2,1,1,389.3,453.3,489.2,418,680
1158739,"Barra de São Miguel","AL",2,1,1,446.6,335,378.2,436.2,0
2431546,"Santa Luzia do Norte","AL",2,1,1,,,,,
2787303,"Maceió","AL",2,1,1,417.2,503.4,510.5,442.6,720
491153,"Rio Largo","AL",2,2,1,439.8,491.9,386.9,500.5,640
2676898,"Paripueira","AL",2,1,1,571.1,594.5,555,647.9,840
1031950,"Maceió","AL",2,1,1,407.4,425.2,580.7,386.6,640
3545785,"Capela","AL",2,1,1,486.7,394.8,423,516.1,0
1167633,"Marechal Deodoro","AL",1,1,1,561,575.1,566,437.1,580
486201,"Palmeira dos Índios","AL",4,1,1,467.4,530.8,550.7,585,800
1605586,"Porto de Pedras","AL",2,1,1,552.5,597.8,559.1,561.6,820
3372458,"Rio Largo","AL",2,1,1,,536,535.1,,0
1309307,"São Sebastião","AL",2,1,1,,,,,
413210,"Maceió","AL",2,1,1,393.5,356.6,451.8,453.4,600
1113553,"Palmeira dos Índios","AL",2,1,1,414.2,435.7,473.3,404.4,460
445296,"Canapi","AL",2,1,1,419.2,498.8,523.9,379.5,620
3232447,"Lagoa da Canoa","AL",2,1,1,,,,,
2884866,"Maceió","AL",4,1,1,506.5,561.9,625.4,674.6,840
1067941,"Mata Grande","AL",2,1,1,384.5,330.6,307.2,482.9,600
1644107,"Messias","AL",2,1,1,440.2,347.9,399.7,408.3,0
2666941,"Lagoa da Canoa","AL",2,1,1,,,,,
1061125,"Branquinha","AL",2,1,1,,,,,
1679913,"Palmeira dos Índios","AL",1,1,1,487.6,526.3,507.4,467.1,720
1176539,"Maceió","AL",2,1,1,447.2,379.3,410.6,395,0
1260970,"Taquarana","AL",2,1,1,,,,,
798928,"Maceió","AL",4,1,1,504.1,355.5,390.4,478.4,600
23873,"Maceió","AL",2,1,1,441.6,431,420.4,552.5,560
1809461,"Maceió","AL",4,1,1,598.3,659.5,554.2,685.6,900
731967,"Maceió","AL",2,1,1,537.8,456.8,544.1,605.3,580
1829965,"Limoeiro de Anadia","AL",2,1,1,377.4,427.9,469.2,440,720
2447052,"União dos Palmares","AL",2,1,1,481.4,421.6,485.5,416.9,0
1148089,"Porto Real do Colégio","AL",2,1,1,384,387.3,369.7,459,500
2434016,"Teotônio Vilela","AL",2,1,1,,,,,
2858833,"Maceió","AL",4,1,1,612.7,574.4,450.3,759.9,820
477209,"Atalaia","AL",2,1,1,559.5,565.2,568.6,658.5,920
966160,"Penedo","AL",2,1,1,,,,,
2622819,"Arapiraca","AL",2,1,1,523.4,457.8,497.8,395.2,0
814733,"Girau do Ponciano","AL",2,1,1,360.6,530.8,509.4,479.9,900
533283,"Mata Grande","AL",2,1,1,422.4,466.2,501.6,498.5,0
2287090,"Penedo","AL",1,1,1,437.4,532.6,540.5,518.4,900
2435599,"Canapi","AL",2,1,1,,,,,
247402,"Inhapi","AL",2,1,1,449.6,391.2,465.9,391.9,900
1569100,"Barra de Santo Antônio","AL",2,1,1,373.7,397.3,499.6,466.1,400
1111662,"Penedo","AL",2,1,1,,,,,
672359,"Maceió","AL",2,1,1,384.8,397.2,469.4,414.1,480
1437021,"Palestina","AL",2,1,1,,,,,
4178619,"Paripueira","AL",2,1,1,415.5,294.8,364.6,465.6,0
186232,"Cajueiro","AL",2,1,1,434.9,408.4,473.4,503.2,520
2380129,"Canapi","AL",2,1,1,430.1,376.8,346.8,452.2,0
200933,"Penedo","AL",2,1,1,,,,,
1699734,"Matriz de Camaragibe","AL",2,1,1,,,,,
2406815,"Anadia","AL",2,1,1,396.4,420.2,442.3,421.7,480
4222805,"Maceió","AL",4,1,1,429.8,459.9,464,487.1,880
1448160,"Maceió","AL",4,1,1,403.1,411.2,473.1,441.3,700
71060,"Coruripe","AL",1,1,1,529.4,510.6,491.5,461,480
1260212,"Rio Largo","AL",2,1,1,562,590.3,497.7,693.3,920
3216075,"Craíbas","AL",2,1,1,,,,,
527518,"Maceió","AL",2,1,1,365.2,552.6,536.5,584,640
2841942,"Cajueiro","AL",2,1,1,,,,,
1984673,"Maceió","AL",2,1,1,430.7,310.8,519.5,431.9,640
2133443,"Teotônio Vilela","AL",2,1,1,455.8,424.3,501.2,400,0
1748694,"Poço das Trincheiras","AL",2,2,1,418.7,358.9,397.9,473.5,760
2954768,"Arapiraca","AL",1,1,1,505.9,568.7,584.7,503.4,920
1635255,"União dos Palmares","AL",2,1,1,,335.3,489.5,,0
2423280,"Maceió","AL",2,1,1,390.8,365.6,535.4,412.5,0
290514,"Inhapi","AL",2,1,1,350.7,379,425.8,455.7,0
923952,"Murici","AL",1,1,1,558.3,611.1,630.2,537.5,620
1538171,"Maceió","AL",4,1,1,480.7,517.4,521.8,540.4,840
743440,"Chã Preta","AL",2,1,1,482,368.8,394.9,392.7,300
178752,"Maceió","AL",2,1,1,462.1,557.7,522.4,573.7,840
1603777,"Paulo Jacinto","AL",2,1,1,434.6,381.7,400.4,441.6,600
1428063,"Palestina","AL",2,1,1,,,,,
1744633,"Coruripe","AL",2,1,1,460.1,425.3,426.4,391.4,480
1620499,"Maceió","AL",2,1,1,439.7,388.2,377,423.6,580
814868,"Maceió","AL",2,1,1,,,,,
471737,"Carneiros","AL",2,1,1,394.1,385.4,478.5,421.9,500
1718471,"Maceió","AL",2,1,1,,,,,
772914,"Arapiraca","AL",2,1,1,372.3,548.2,595.1,561.4,800
90963,"Rio Largo","AL",1,1,1,,,,,
781332,"Igreja Nova","AL",2,1,1,400.2,394.6,450,484.4,680
1275800,"Olivença","AL",2,1,1,,390.4,364.6,,0
752737,"Santana do Mundaú","AL",2,1,1,528.3,470.4,441.1,551.7,640
1617254,"Porto de Pedras","AL",2,1,1,448,450.2,468,392.5,620
2415353,"Joaquim Gomes","AL",2,1,1,,,,,
575246,"Minador do Negrão","AL",2,1,1,473.6,490.5,483,525.7,760
1486498,"Maceió","AL",2,1,1,485.1,405.9,422.9,400.9,500
2481672,"Mata Grande","AL",2,2,1,,,,,
1134664,"Delmiro Gouveia","AL",2,1,1,588.1,630.8,611.5,438.8,840
1618039,"São José da Tapera","AL",2,1,1,386.1,,,398.4,
1864210,"Messias","AL",2,1,1,384.4,461.2,417.4,448.9,0
1097378,"Estrela de Alagoas","AL",2,1,1,367.1,454,464.4,413.9,320
546248,"Penedo","AL",2,1,1,398.5,405,396.6,447.2,240
1715346,"Maceió","AL",4,1,1,484.6,439.8,467.1,402.8,440
1139154,"São Miguel dos Campos","AL",2,1,1,436,469.1,451.5,539.5,640
1627573,"Maceió","AL",2,1,1,,,,,
2477808,"Maceió","AL",4,1,1,518.3,581.1,525,558.5,820
199890,"Boca da Mata","AL",2,1,1,450.5,496.3,524.5,443.3,560
2448179,"Rio Largo","AL",2,1,1,,,,,
220073,"Delmiro Gouveia","AL",2,1,1,415.3,334.7,390,384,360
1870185,"Maceió","AL",2,1,1,,,,,
3334465,"Maceió","AL",4,1,1,432.7,448.1,511.5,484,740
1783336,"Maceió","AL",2,1,1,,,,,
1269990,"Inhapi","AL",2,1,1,404.6,397.2,515.5,398,360
477521,"Rio Largo","AL",2,1,1,,,,,
43646,"Maceió","AL",4,1,1,533,556.4,552.2,548.9,680
245539,"Coruripe","AL",2,2,1,462.3,335,459.9,506.5,540
995023,"Tanque d'Arca","AL",2,1,1,387.9,424.5,402.1,428.4,420
370379,"Santana do Ipanema","AL",1,1,1,610.9,679.2,665.4,773.2,960
1016427,"Maceió","AL",4,1,1,584.5,607.3,562.3,661.6,800
3264905,"Maceió","AL",1,1,1,,,,,
1484980,"Anadia","AL",2,1,1,438.7,504.8,515.1,608,700
453114,"Maceió","AL",2,1,1,559.1,459.9,525.3,560,820
1413591,"Maceió","AL",4,1,1,562.5,592.8,584.8,641.1,920
2506278,"Maceió","AL",2,1,1,463.4,386.2,435.2,385.1,500
1023423,"Maceió","AL",2,1,1,396.4,560.9,552.2,493.4,820
1287130,"Maceió","AL",2,1,1,,474.2,466.2,,520
1967478,"Maragogi","AL",1,1,1,538.7,491.6,476.7,509,780
1911316,"Santana do Ipanema","AL",4,1,1,575.4,651.5,625.8,712.7,940
135133,"Passo de Camaragibe","AL",2,1,1,360.1,309,479.8,571.5,600
919527,"Palmeira dos Índios","AL",2,1,1,,431.7,392,,280
460250,"Porto de Pedras","AL",2,1,1,384.5,472.1,522.2,455.4,620
64786,"Penedo","AL",4,1,1,427.2,408.1,452.6,417.9,600
1688561,"Girau do Ponciano","AL",2,2,1,,,,,
1007001,"Arapiraca","AL",2,1,1,463.9,550.3,560.7,478.6,660
775182,"Paulo Jacinto","AL",2,1,1,413.8,434.2,499.3,521.5,740
1438835,"Olho d'Água das Flores","AL",2,1,1,,,,,
158059,"Craíbas","AL",2,1,1,533.8,573.5,549.7,594,640
1777549,"Maceió","AL",4,1,1,547.5,602.7,592.3,668.5,920
122918,"Palmeira dos Índios","AL",2,1,1,450.5,470.6,510.1,393.6,680
718581,"Feira Grande","AL",2,1,1,529.2,573,524.6,635,820
1429323,"Palmeira dos Índios","AL",2,1,1,463.9,440.5,509.1,521.8,620
2036992,"Craíbas","AL",2,1,1,,,,,
