CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
PB-SAO JOSE DOS RAMOS,0.0,19260.0,10624.0,58752.0,0.0,0.0,0.0,50097.6,0.0,0.0,15582.0,0.0
PB-SAO MAMEDE,1590.0,44084.0,3392.0,137852.0,0.0,0.0,0.0,14540.8,0.0,0.0,22896.0,0.0
PB-SAO MIGUEL DE TAIPU,0.0,12412.0,16576.0,102712.0,0.0,0.0,0.0,0.0,0.0,0.0,23532.0,0.0
PB-SAO SEBASTIAO DE LAGOA DE ROCA,3180.0,13054.0,6144.0,80350.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.0,0.0
PB-SAO SEBASTIAO DO UMBUZEIRO,1272.0,23112.0,3136.0,48038.0,0.0,0.0,0.0,0.0,0.0,0.0,9440.0,0.0
PB-SAPE,7950.0,109140.0,82444.0,466318.0,0.0,0.0,0.0,64752.0,0.0,0.0,96198.0,0.0
PB-SERIDO,795.0,14338.0,3744.0,70673.0,0.0,0.0,0.0,0.0,0.0,0.0,17331.0,0.0
PB-SERRA BRANCA,0.0,19902.0,0.0,117902.0,0.0,0.0,0.0,0.0,0.0,0.0,22754.0,0.0
PB-SERRA DA RAIZ,0.0,20758.0,20096.0,47754.0,0.0,0.0,0.0,0.0,0.0,0.0,13882.0,0.0
PB-SERRA GRANDE,0.0,8217.6,614.4,28915.2,0.0,0.0,0.0,0.0,0.0,0.0,11617.6,0.0
PB-SERRA REDONDA,0.0,5350.0,0.0,49824.0,0.0,0.0,0.0,0.0,0.0,0.0,12826.0,1792.0
PB-SERRARIA,0.0,12626.0,0.0,32544.0,0.0,0.0,0.0,0.0,0.0,0.0,12296.0,0.0
PB-SERTAOZINHO,3148.2,16948.8,9523.8,103861.8,0.0,0.0,0.0,0.0,0.0,0.0,15931.8,0.0
PB-SOBRADO,0.0,15194.0,11136.0,87406.0,0.0,0.0,0.0,0.0,0.0,0.0,21518.0,0.0
PB-SOLANEA,0.0,29960.0,13568.0,214718.0,0.0,0.0,0.0,31580.8,0.0,0.0,55878.0,0.0
PB-SOLEDADE,2756.0,32956.0,12160.0,107764.0,0.0,0.0,0.0,0.0,0.0,0.0,26924.0,0.0
PB-SOSSEGO,2480.4,17141.4,4089.6,35573.4,0.0,0.0,0.0,0.0,0.0,0.0,11257.2,0.0
PB-SOUSA,3922.0,40232.0,0.0,488700.0,0.0,0.0,0.0,0.0,0.0,0.0,126514.0,0.0
PB-SUME,2226.0,39162.0,12928.0,140428.0,0.0,0.0,0.0,8406.4,0.0,0.0,36010.0,0.0
PB-TACIMA,0.0,39162.0,25266.0,132554.0,0.0,0.0,0.0,4316.8,0.0,0.0,18868.0,0.0
PB-TAPEROA,2226.0,35096.0,960.0,109618.0,0.0,0.0,0.0,0.0,0.0,0.0,32966.0,0.0
PB-TAVARES,0.0,44683.2,9907.2,183933.0,0.0,0.0,0.0,0.0,0.0,0.0,31482.0,20736.0
PB-TEIXEIRA,5300.0,47080.0,3840.0,285742.0,0.0,0.0,0.0,8292.8,0.0,0.0,28408.0,0.0
PB-TENORIO,0.0,19260.0,0.0,40464.0,0.0,0.0,0.0,0.0,0.0,0.0,11130.0,0.0
PB-TRIUNFO,0.0,20972.0,13632.0,95446.0,0.0,0.0,0.0,0.0,0.0,0.0,18974.0,0.0
PB-UIRAUNA,636.0,24824.0,27392.0,71352.0,0.0,0.0,0.0,28400.0,0.0,0.0,32248.0,0.0
PB-UMBUZEIRO,0.0,44298.0,24256.0,88166.0,0.0,0.0,0.0,0.0,0.0,0.0,22366.0,0.0
PB-VARZEA,0.0,9437.4,2246.4,20736.0,0.0,0.0,0.0,0.0,0.0,0.0,6582.6,2419.2
PB-VIEIROPOLIS,0.0,22256.0,0.0,37296.0,0.0,0.0,0.0,13859.2,0.0,0.0,9328.0,0.0
PB-VISTA SERRANA,0.0,0.0,13824.0,31392.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,0.0
PB-ZABELE,1908.0,16264.0,1600.0,41778.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,0.0
PE-ABREU E LIMA,14946.0,0.0,26368.0,557408.0,0.0,0.0,0.0,50438.4,0.0,0.0,97520.0,0.0
PE-AFOGADOS DA INGAZEIRA,7526.0,107856.0,13632.0,394936.0,0.0,0.0,0.0,0.0,0.0,0.0,94764.0,20824.0
PE-AFRANIO,1484.0,17120.0,5952.0,278738.0,0.0,0.0,0.0,11360.0,0.0,0.0,39856.0,19968.0
PE-AGRESTINA,0.0,55212.0,31936.0,259384.0,0.0,0.0,0.0,23856.0,0.0,11420.8,50350.0,61714.0
PE-AGUA PRETA,0.0,38520.0,51456.0,278280.0,0.0,0.0,0.0,109737.6,0.0,0.0,65508.0,0.0
PE-AGUAS BELAS,0.0,0.0,31744.0,569304.0,0.0,0.0,0.0,61344.0,0.0,0.0,83636.0,7424.0
PE-ALAGOINHA,4452.0,22684.0,22080.0,217880.0,0.0,0.0,0.0,27377.6,0.0,4816.0,24698.0,45748.0
PE-ALIANCA,0.0,54356.0,57408.0,604548.0,1008.0,0.0,0.0,0.0,0.0,0.0,80304.0,0.0
PE-ALTINHO,6678.0,12198.0,3968.0,227724.0,0.0,0.0,0.0,45440.0,0.0,0.0,41254.0,0.0
PE-AMARAJI,2438.0,78110.0,27328.0,548478.0,0.0,0.0,0.0,29351.4,0.0,0.0,43944.0,0.0
PE-ANGELIM,3816.0,16264.0,19840.0,116784.0,0.0,0.0,0.0,0.0,0.0,0.0,27878.0,0.0
PE-ARACOIABA,10070.0,40232.0,23552.0,477246.0,0.0,0.0,0.0,43736.0,0.0,0.0,38372.0,0.0
PE-ARARIPINA,16960.0,106786.0,62208.0,1443746.0,0.0,0.0,0.0,170627.2,0.0,0.0,242696.0,0.0
PE-ARCOVERDE,0.0,104646.0,19328.0,525866.0,0.0,0.0,0.0,12496.0,0.0,0.0,130698.0,0.0
PE-BARRA DE GUABIRABA,0.0,13268.0,8000.0,246688.0,0.0,0.0,0.0,0.0,0.0,0.0,25172.0,0.0
PE-BARREIROS,14946.0,21186.0,22336.0,360432.0,0.0,0.0,0.0,182100.8,0.0,0.0,97626.0,0.0
PE-BELEM DE MARIA,0.0,20972.0,21928.0,110664.0,0.0,0.0,0.0,0.0,0.0,0.0,33072.0,0.0
PE-BELEM DO SAO FRANCISCO,2544.0,50290.0,768.0,335808.0,0.0,0.0,0.0,23174.4,0.0,0.0,60208.0,0.0
PE-BELO JARDIM,5300.0,80464.0,95920.0,1570520.0,0.0,0.0,0.0,0.0,0.0,0.0,128366.0,6028.0
PE-BETANIA,0.0,36380.0,4544.0,177966.0,0.0,0.0,0.0,24992.0,0.0,0.0,31376.0,40448.0
PE-BEZERROS,8374.0,102720.0,36096.0,814902.0,0.0,0.0,0.0,2044.8,0.0,0.0,125042.0,2944.0
PE-BODOCO,0.0,51360.0,39616.0,352778.0,0.0,0.0,0.0,149611.2,0.0,0.0,78228.0,0.0
PE-BOM CONSELHO,2183.6,43228.0,59456.0,1189756.0,0.0,0.0,0.0,11587.2,0.0,19264.0,91160.0,40064.0
PE-BOM JARDIM,0.0,52430.0,28928.0,681876.0,360.0,0.0,0.0,20334.4,0.0,0.0,96672.0,0.0
PE-BONITO,3710.0,51360.0,24960.0,401236.0,11160.0,0.0,0.0,0.0,0.0,0.0,96990.0,0.0
PE-BREJAO,2968.0,13482.0,7552.0,144678.0,0.0,0.0,0.0,0.0,0.0,0.0,43506.0,9728.0
PE-BREJINHO,1166.0,19902.0,2368.0,127288.0,0.0,0.0,0.0,0.0,0.0,0.0,24486.0,0.0
PE-BREJO DA MADRE DE DEUS,0.0,160928.0,95552.0,1161380.0,0.0,0.0,0.0,11019.2,0.0,0.0,114374.0,0.0
PE-BUENOS AIRES,0.0,43656.0,4288.0,57496.0,0.0,0.0,0.0,0.0,0.0,0.0,25864.0,0.0
PE-BUIQUE,3922.0,33384.0,23936.0,567216.0,0.0,0.0,0.0,289566.4,0.0,0.0,135680.0,0.0
PE-CABO DE SANTO AGOSTINHO,19398.0,223416.0,248064.0,2255498.0,0.0,0.0,0.0,231630.4,0.0,0.0,375366.0,14780.0
PE-CABROBO,1335.6,71454.6,4896.0,386051.4,0.0,0.0,0.0,31808.0,0.0,0.0,61056.0,20545.2
PE-CACHOEIRINHA,0.0,7062.0,11776.0,226320.0,0.0,0.0,0.0,0.0,0.0,0.0,39538.0,0.0
PE-CAETES,1484.0,0.0,12800.0,494364.0,0.0,0.0,0.0,0.0,0.0,0.0,63812.0,26752.0
PE-CALCADO,0.0,16906.0,6976.0,133072.0,0.0,0.0,0.0,0.0,0.0,0.0,30634.0,0.0
PE-CALUMBI,0.0,17911.8,0.0,170346.6,0.0,0.0,0.0,0.0,0.0,0.0,15359.4,0.0
PE-CAMARAGIBE,0.0,103576.0,36672.0,729740.0,0.0,0.0,0.0,17040.0,0.0,0.0,180178.0,0.0
PE-CAMOCIM DE SAO FELIX,4346.0,35524.0,12864.0,167472.0,0.0,0.0,0.0,0.0,0.0,0.0,27560.0,0.0
PE-CAMUTANGA,0.0,15408.0,7936.0,122798.0,0.0,0.0,0.0,6816.0,0.0,0.0,17914.0,0.0
PE-CANHOTINHO,2862.0,62274.0,15872.0,423874.0,0.0,0.0,0.0,32205.6,0.0,0.0,53636.0,0.0
PE-CAPOEIRAS,0.0,53500.0,11200.0,331066.0,0.0,0.0,0.0,0.0,0.0,0.0,47064.0,18182.0
PE-CARNAIBA,2968.0,57994.0,13536.0,373984.0,0.0,0.0,0.0,0.0,0.0,0.0,50456.0,87914.0
PE-CARNAUBEIRA DA PENHA,0.0,38712.6,47692.8,53589.6,0.0,0.0,4815.0,0.0,0.0,0.0,12211.2,0.0
PE-CARPINA,1484.0,116202.0,48704.0,671002.0,0.0,0.0,0.0,59526.4,0.0,0.0,120628.0,0.0
PE-CARUARU,29892.0,295962.0,245888.0,4017694.0,0.0,0.0,0.0,351251.2,0.0,0.0,551374.0,0.0
PE-CASINHAS,2332.0,71262.0,4288.0,254798.0,0.0,0.0,0.0,34648.0,0.0,0.0,36676.0,0.0
PE-CATENDE,0.0,39033.6,20019.6,389510.4,1900.8,0.0,0.0,12836.8,0.0,0.0,54378.0,0.0
PE-CEDRO,0.0,32956.0,3840.0,107136.0,0.0,0.0,0.0,0.0,0.0,0.0,28408.0,0.0
PE-CHA DE ALEGRIA,0.0,11170.8,9388.8,273511.8,0.0,0.0,0.0,42642.6,0.0,0.0,41446.8,0.0
PE-CHA GRANDE,2120.0,25038.0,51392.0,286536.0,0.0,0.0,0.0,35216.0,0.0,0.0,61976.0,0.0
PE-CONDADO,8056.0,11128.0,14976.0,272294.0,0.0,0.0,0.0,9088.0,0.0,0.0,51668.0,0.0
PE-CORRENTES,2003.4,46224.0,30585.6,229942.8,0.0,0.0,0.0,29521.8,0.0,0.0,38160.0,0.0
PE-CORTES,0.0,49220.0,26624.0,339178.0,0.0,0.0,0.0,22720.0,0.0,0.0,43902.0,0.0
PE-CUMARU,2289.6,28697.4,13017.6,126250.2,0.0,0.0,0.0,19880.0,0.0,0.0,37778.4,0.0
PE-CUPIRA,1908.0,53072.0,41536.0,209724.0,0.0,0.0,0.0,0.0,0.0,0.0,42718.0,7296.0
PE-CUSTODIA,4134.0,74686.0,43776.0,328708.0,0.0,0.0,0.0,34193.6,0.0,6604.8,81408.0,83962.0
PE-DORMENTES,4770.0,22898.0,4096.0,301594.0,0.0,0.0,0.0,6816.0,0.0,0.0,46004.0,0.0
PE-ESCADA,2014.0,32742.0,65344.0,665284.0,0.0,0.0,0.0,160630.4,0.0,0.0,102832.0,0.0
PE-EXU,1908.0,61418.0,14592.0,596182.0,0.0,0.0,0.0,2044.8,0.0,0.0,84906.0,0.0
PE-FEIRA NOVA,848.0,16050.0,15808.0,208296.0,0.0,0.0,0.0,37147.2,0.0,0.0,40386.0,0.0
PE-FERREIROS,0.0,29746.0,9152.0,105984.0,0.0,0.0,0.0,45440.0,0.0,0.0,13992.0,0.0
PE-FLORES,954.0,39162.0,7168.0,189570.0,0.0,0.0,0.0,0.0,0.0,0.0,48336.0,0.0
PE-FLORESTA,9646.0,114704.0,24128.0,254176.0,0.0,0.0,3638.0,0.0,0.0,0.0,71020.0,768.0
PE-FREI MIGUELINHO,0.0,32956.0,7808.0,209048.0,0.0,0.0,0.0,0.0,0.0,0.0,34238.0,0.0
PE-GAMELEIRA,0.0,10272.0,16512.0,205560.0,0.0,0.0,0.0,0.0,0.0,0.0,45792.0,0.0
PE-GARANHUNS,13568.0,67624.0,68992.0,1041248.0,4320.0,0.0,0.0,54528.0,0.0,5504.0,170994.0,89464.0
PE-GLORIA DO GOITA,0.0,25894.0,23936.0,341458.0,92662.0,0.0,0.0,43849.6,0.0,0.0,48910.0,0.0
PE-GOIANA,10430.4,124804.8,49561.6,861400.0,0.0,0.0,0.0,71568.0,0.0,12900.0,102731.2,72499.2
PE-GRANITO,0.0,31886.0,0.0,109222.0,0.0,0.0,0.0,19312.0,0.0,0.0,30740.0,0.0
PE-GRAVATA,19398.0,27606.0,89272.0,661936.0,0.0,0.0,0.0,53960.0,0.0,0.0,95906.0,0.0
PE-IATI,0.0,43142.4,24019.2,392830.2,0.0,0.0,0.0,54471.2,0.0,0.0,49798.8,5416.2
PE-IBIMIRIM,5247.0,47187.0,14342.4,281217.6,45068.4,0.0,0.0,11928.0,0.0,0.0,54473.4,0.0
PE-IBIRAJUBA,0.0,20544.0,13376.0,121864.0,0.0,0.0,0.0,56913.6,0.0,0.0,28262.0,0.0
PE-IGARASSU,10706.0,65056.0,75174.0,1360012.0,0.0,0.0,0.0,128936.0,0.0,0.0,168790.0,0.0
PE-IGUARACY,2756.0,21400.0,4800.0,132036.0,0.0,0.0,0.0,17040.0,0.0,0.0,29256.0,0.0
PE-ILHA DE ITAMARACA,0.0,16264.0,15936.0,283196.0,0.0,0.0,0.0,10337.6,0.0,0.0,42824.0,0.0
PE-INAJA,106.0,25680.0,11648.0,258746.0,0.0,0.0,0.0,126209.6,0.0,0.0,59254.0,2134.0
PE-INGAZEIRA,0.0,18874.8,5356.8,44193.6,0.0,0.0,0.0,0.0,0.0,0.0,11161.8,0.0
PE-IPUBI,1166.0,35096.0,7360.0,468170.0,0.0,0.0,0.0,0.0,0.0,0.0,91690.0,0.0
PE-ITACURUBA,212.0,30816.0,8896.0,141958.0,0.0,0.0,0.0,0.0,0.0,0.0,18444.0,2434.0
PE-ITAIBA,0.0,52644.0,43904.0,281808.0,7632.0,0.0,0.0,0.0,0.0,0.0,76744.0,0.0
PE-ITAMBE,2650.0,69122.0,40192.0,244584.0,0.0,0.0,0.0,98832.0,0.0,0.0,59042.0,0.0
PE-ITAPETIM,3710.0,26750.0,5184.0,221940.0,0.0,0.0,0.0,11360.0,0.0,0.0,43566.0,0.0
PE-ITAPISSUMA,6042.0,29318.0,23808.0,195848.0,0.0,0.0,0.0,46462.4,0.0,0.0,51098.0,0.0
PE-ITAQUITINGA,0.0,23540.0,17216.0,144936.0,0.0,0.0,0.0,54755.2,0.0,0.0,40916.0,0.0
PE-JABOATAO DOS GUARARAPES,28620.0,273064.0,406272.0,4945006.0,13608.0,0.0,0.0,89176.0,0.0,0.0,702856.0,0.0
PE-JAQUEIRA,5194.0,54356.0,5504.0,390302.0,0.0,0.0,0.0,3521.6,0.0,0.0,30316.0,0.0
PE-JATAUBA,0.0,65698.0,44018.0,403700.0,0.0,0.0,0.0,48265.8,0.0,0.0,48760.0,0.0
PE-JATOBA,3074.0,26750.0,4160.0,104240.0,0.0,0.0,0.0,0.0,0.0,0.0,31058.0,0.0
PE-JOAO ALFREDO,0.0,44298.0,11904.0,620896.0,0.0,0.0,0.0,11715.0,0.0,0.0,55120.0,32352.0
PE-JOAQUIM NABUCO,0.0,0.0,20950.0,277780.0,0.0,0.0,0.0,3976.0,0.0,0.0,35302.0,0.0
PE-JUCATI,5936.0,27606.0,11840.0,296054.0,0.0,0.0,0.0,0.0,0.0,0.0,33284.0,0.0
PE-JUPI,3286.0,118342.0,17280.0,212602.0,0.0,0.0,0.0,0.0,0.0,0.0,41870.0,0.0
PE-JUREMA,0.0,59920.0,18048.0,438300.0,0.0,0.0,0.0,1817.6,0.0,0.0,38796.0,0.0
PE-LAGOA DE ITAENGA,636.0,47080.0,25024.0,181440.0,0.0,0.0,0.0,134161.6,0.0,0.0,45222.0,0.0
PE-LAGOA DO CARRO,0.0,49220.0,16640.0,219544.0,0.0,0.0,0.0,0.0,0.0,0.0,37630.0,0.0
PE-LAGOA DO OURO,0.0,44084.0,12160.0,356522.0,0.0,0.0,0.0,23004.0,0.0,0.0,31164.0,0.0
PE-LAGOA DOS GATOS,0.0,35524.0,46080.0,192092.0,0.0,0.0,0.0,0.0,0.0,0.0,34026.0,11538.0
PE-LAGOA GRANDE,4134.0,70406.0,22912.0,208580.0,0.0,0.0,0.0,0.0,0.0,0.0,72716.0,2944.0
PE-LAJEDO,0.0,176336.0,78656.0,712078.0,0.0,0.0,0.0,22833.6,0.0,0.0,102078.0,0.0
PE-LIMOEIRO,12614.0,72760.0,28992.0,352908.0,0.0,0.0,0.0,2840.0,0.0,0.0,105334.0,0.0
PE-MACAPARANA,0.0,93090.0,11008.0,208470.0,0.0,0.0,0.0,8179.2,0.0,0.0,55014.0,0.0
PE-MACHADOS,0.0,19260.0,6976.0,104192.0,0.0,0.0,0.0,0.0,0.0,0.0,29998.0,0.0
PE-MANARI,0.0,25230.6,23558.4,236649.6,0.0,0.0,0.0,0.0,0.0,0.0,51039.0,0.0
PE-MARAIAL,0.0,0.0,19840.0,271598.0,0.0,0.0,0.0,82473.6,0.0,0.0,28408.0,0.0
PE-MIRANDIBA,1166.0,47294.0,6848.0,127440.0,0.0,0.0,0.0,0.0,0.0,0.0,43566.0,10112.0
PE-MOREILANDIA,2756.0,33170.0,5632.0,102312.0,0.0,0.0,0.0,5680.0,0.0,0.0,36570.0,0.0
PE-MORENO,3710.0,4494.0,56448.0,599552.0,0.0,0.0,0.0,137456.0,0.0,0.0,102632.0,0.0
PE-NAZARE DA MATA,3710.0,75114.0,17856.0,245166.0,0.0,0.0,0.0,31694.4,0.0,0.0,43248.0,0.0
PE-OLINDA,29574.0,152346.6,115545.6,1444192.2,0.0,0.0,0.0,320068.0,0.0,0.0,268378.2,0.0
PE-OROBO,424.0,50504.0,15104.0,587584.0,0.0,0.0,0.0,0.0,0.0,0.0,85570.0,0.0
PE-OROCO,3922.0,32314.0,5888.0,217524.0,0.0,0.0,0.0,20902.4,0.0,0.0,39368.0,51072.0
PE-OURICURI,1166.0,44512.0,43072.0,658196.0,0.0,0.0,0.0,138024.0,0.0,0.0,141192.0,0.0
PE-PALMARES,6254.0,70192.0,36160.0,691424.0,0.0,0.0,0.0,26468.8,0.0,0.0,95506.0,0.0
PE-PALMEIRINA,3561.6,22427.2,5273.6,116881.6,0.0,0.0,0.0,35187.6,0.0,0.0,18740.8,0.0
PE-PANELAS,5618.0,91806.0,208836.0,573620.0,0.0,0.0,0.0,0.0,0.0,0.0,74674.0,4268.0
PE-PARANATAMA,0.0,16050.0,11072.0,176174.0,0.0,0.0,0.0,0.0,0.0,0.0,47806.0,0.0
PE-PARNAMIRIM,0.0,59920.0,4480.0,283722.0,0.0,0.0,0.0,31808.0,0.0,0.0,58894.0,0.0
PE-PASSIRA,0.0,44683.2,8006.4,242092.8,0.0,0.0,0.0,0.0,0.0,0.0,53614.8,5760.0
PE-PAUDALHO,9858.0,0.0,59268.0,490824.0,0.0,0.0,0.0,89176.0,0.0,0.0,119992.0,0.0
PE-PAULISTA,52788.0,90094.0,121152.0,1447444.0,0.0,0.0,0.0,285931.2,0.0,0.0,276160.0,0.0
PE-PEDRA,2968.0,49862.0,25152.0,395922.0,0.0,0.0,0.0,30217.6,0.0,0.0,46640.0,0.0
PE-PESQUEIRA,3816.0,195168.0,142026.0,418844.0,0.0,0.0,0.0,116894.4,0.0,0.0,126896.0,24502.0
PE-PETROLANDIA,7844.0,34026.0,17328.0,655454.0,0.0,0.0,0.0,13177.6,0.0,0.0,109748.0,5120.0
PE-PETROLINA,77380.0,1817502.0,103616.0,3387208.0,0.0,0.0,0.0,11360.0,0.0,0.0,781114.0,0.0
PE-POCAO,0.0,32528.0,7808.0,342344.0,0.0,0.0,0.0,23856.0,0.0,0.0,31376.0,0.0
PE-POMBOS,424.0,73188.0,28608.0,468128.0,0.0,0.0,0.0,43168.0,0.0,0.0,46158.0,0.0
PE-PRIMAVERA,4452.0,21400.0,14976.0,120960.0,0.0,0.0,0.0,0.0,0.0,0.0,27454.0,0.0
PE-QUIPAPA,0.0,32656.4,12633.6,255738.0,0.0,0.0,0.0,34591.2,0.0,0.0,34206.2,0.0
PE-QUIXABA,1166.0,13268.0,2240.0,227888.0,0.0,0.0,0.0,0.0,0.0,0.0,26924.0,4912.0
PE-RECIFE,190111.0,734448.0,3053432.0,10492423.0,35689380.23,4698142.0,1857606.0,175398.4,0.0,0.0,649684.0,210200.0
PE-RIACHO DAS ALMAS,7526.0,23326.0,26496.0,296978.0,0.0,0.0,0.0,22720.0,0.0,0.0,54310.0,0.0
PE-RIBEIRAO,8056.0,97584.0,76928.0,534836.0,0.0,0.0,0.0,20334.4,0.0,0.0,75154.0,0.0
PE-RIO FORMOSO,6890.0,87526.0,28992.0,258930.0,0.0,0.0,0.0,0.0,0.0,0.0,62858.0,4098.0
PE-SAIRE,0.0,19688.0,5376.0,188458.0,0.0,0.0,0.0,11360.0,0.0,0.0,26712.0,0.0
PE-SALGADINHO,0.0,14980.0,8256.0,85804.0,0.0,0.0,0.0,0.0,0.0,0.0,15370.0,0.0
PE-SALGUEIRO,2650.0,120268.0,11328.0,555864.0,0.0,0.0,0.0,30104.0,0.0,3440.0,142994.0,73188.0
PE-SALOA,0.0,54998.0,27392.0,184896.0,0.0,0.0,0.0,0.0,0.0,0.0,40848.0,0.0
PE-SANHARO,0.0,68266.0,27392.0,320756.0,0.0,0.0,0.0,37601.6,0.0,0.0,66038.0,0.0
PE-SANTA CRUZ,3922.0,37664.0,17984.0,249288.0,0.0,0.0,0.0,10792.0,0.0,0.0,36888.0,0.0
PE-SANTA CRUZ DA BAIXA VERDE,2120.0,44512.0,5056.0,167520.0,0.0,0.0,0.0,2044.8,0.0,0.0,29150.0,0.0
PE-SANTA CRUZ DO CAPIBARIBE,14628.0,166492.0,66816.0,921372.0,0.0,0.0,0.0,13632.0,0.0,0.0,135598.0,0.0
PE-SANTA FILOMENA,0.0,22042.0,0.0,295256.0,0.0,0.0,0.0,31012.8,0.0,0.0,32754.0,0.0
PE-SANTA MARIA DA BOA VISTA,14416.0,66982.0,45504.0,429910.0,0.0,0.0,0.0,144840.0,0.0,3440.0,99216.0,51072.0
PE-SANTA MARIA DO CAMBUCA,0.0,0.0,1664.0,175840.0,0.0,0.0,0.0,0.0,0.0,0.0,39644.0,0.0
PE-SANTA TEREZINHA,0.0,21614.0,5120.0,164806.0,0.0,0.0,0.0,0.0,0.0,0.0,29574.0,0.0
PE-SAO BENEDITO DO SUL,0.0,22042.0,13248.0,303528.0,0.0,0.0,0.0,14100.6,0.0,0.0,26182.0,0.0
PE-SAO BENTO DO UNA,7738.0,35738.0,44928.0,737000.0,0.0,0.0,0.0,37715.2,0.0,0.0,120628.0,15190.0
PE-SAO CAITANO,4982.0,0.0,32832.0,406081.0,0.0,0.0,0.0,22720.0,0.0,0.0,82574.0,7936.0
PE-SAO JOAO,8798.0,67410.0,18432.0,391334.0,0.0,0.0,0.0,55323.2,0.0,0.0,62646.0,0.0
PE-SAO JOAQUIM DO MONTE,1166.0,44512.0,11456.0,362158.0,0.0,0.0,0.0,0.0,0.0,0.0,69886.0,0.0
PE-SAO JOSE DA COROA GRANDE,1060.0,22256.0,12736.0,249538.0,0.0,0.0,0.0,164492.8,0.0,0.0,54484.0,0.0
PE-SAO JOSE DO BELMONTE,0.0,13268.0,25920.0,305496.0,0.0,0.0,0.0,0.0,0.0,0.0,90736.0,0.0
PE-SAO JOSE DO EGITO,0.0,112778.0,13568.0,415836.0,0.0,0.0,0.0,0.0,0.0,0.0,70490.0,0.0
PE-SAO LOURENCO DA MATA,0.0,63943.2,104371.2,607302.0,0.0,0.0,0.0,0.0,0.0,0.0,161893.8,0.0
PE-SAO VICENTE FERRER,1060.0,24824.0,8704.0,353376.0,0.0,0.0,0.0,59412.8,0.0,0.0,32012.0,0.0
PE-SERRA TALHADA,1484.0,173982.0,24000.0,977748.0,0.0,0.0,0.0,31694.4,0.0,0.0,176714.0,63440.0
PE-SERRITA,0.0,79822.0,12288.0,314530.0,0.0,0.0,0.0,24992.0,0.0,0.0,54378.0,0.0
PE-SERTANIA,3604.0,49434.0,3776.0,335152.0,0.0,0.0,0.0,11132.8,0.0,0.0,82680.0,4866.0
PE-SIRINHAEM,4876.0,33812.0,49600.0,493068.0,0.0,0.0,0.0,70204.8,0.0,0.0,90736.0,0.0
PE-SOLIDAO,2226.0,8132.0,0.0,76824.0,0.0,0.0,0.0,5680.0,0.0,0.0,16006.0,0.0
PE-SURUBIM,10918.0,85172.0,24704.0,486688.0,38734.0,0.0,0.0,19880.0,0.0,0.0,105100.0,0.0
PE-TABIRA,6678.0,66982.0,6464.0,237022.0,0.0,0.0,0.0,0.0,0.0,0.0,71974.0,0.0
PE-TACAIMBO,0.0,32742.0,13248.0,97488.0,0.0,0.0,0.0,97128.0,0.0,0.0,29362.0,0.0
PE-TACARATU,9116.0,63130.0,13234.0,197638.0,0.0,0.0,0.0,27491.2,0.0,0.0,52258.0,0.0
PE-TAMANDARE,7950.0,52002.0,23232.0,273866.0,0.0,0.0,0.0,28400.0,0.0,0.0,76444.0,0.0
PE-TAQUARITINGA DO NORTE,3392.0,71690.0,14336.0,284954.0,0.0,0.0,0.0,0.0,0.0,0.0,58096.0,0.0
PE-TEREZINHA,0.0,20330.0,5888.0,109376.0,0.0,0.0,0.0,0.0,0.0,0.0,20670.0,0.0
PE-TERRA NOVA,0.0,24396.0,3456.0,176666.0,0.0,0.0,0.0,0.0,0.0,0.0,23214.0,0.0
PE-TIMBAUBA,6868.8,92276.8,16777.6,356684.8,0.0,0.0,0.0,76254.0,0.0,0.0,88366.4,0.0
PE-TORITAMA,0.0,52430.0,46464.0,412276.0,0.0,0.0,0.0,39760.0,0.0,0.0,100534.0,0.0
PE-TRACUNHAEM,0.0,34026.0,9984.0,163648.0,0.0,0.0,0.0,14313.6,0.0,0.0,31270.0,0.0
PE-TRINDADE,2120.0,78966.0,19968.0,488672.0,0.0,0.0,0.0,28172.8,0.0,0.0,105500.0,0.0
PE-TRIUNFO,2544.0,31672.0,3584.0,400138.0,0.0,0.0,0.0,0.0,0.0,0.0,39296.0,2560.0
PE-TUPANATINGA,0.0,43656.0,17216.0,301596.0,0.0,0.0,0.0,0.0,0.0,0.0,62010.0,0.0
PE-TUPARETAMA,0.0,28248.0,6208.0,173572.0,6696.0,0.0,0.0,0.0,0.0,0.0,37178.0,0.0
PE-VENTUROSA,1378.0,46224.0,6400.0,286722.0,0.0,0.0,0.0,19539.2,0.0,0.0,36358.0,0.0
PE-VERDEJANTE,0.0,58636.0,12608.0,144626.0,0.0,0.0,0.0,13518.4,0.0,0.0,28620.0,0.0
