CIDADE,ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE),CRECHE,EJA,ENSINO FUNDAMENTAL,ENSINO Mï¿½DIO,ENSINO Mï¿½DIO INTEGRAL,INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA,MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA,PRï¿½-ESCOLA,QUILOMBOLA
PA-SAO SEBASTIAO DA BOA VISTA,4770.0,81962.0,20966.4,415080.0,72648.0,0.0,0.0,26128.0,0.0,0.0,91478.0,0.0
PA-SAPUCAIA,2120.0,53286.0,31232.0,111622.0,15120.0,0.0,0.0,0.0,0.0,0.0,22684.0,0.0
PA-SENADOR JOSE PORFIRIO,3604.0,13268.0,21504.0,271584.0,28440.0,0.0,15104.0,57481.6,0.0,0.0,79288.0,0.0
PA-SOURE,6572.0,87954.0,34304.0,469344.0,76608.0,0.0,0.0,174262.4,0.0,0.0,90418.0,0.0
PA-TAILANDIA,20352.0,160500.0,104898.0,1266742.0,311832.0,0.0,0.0,86336.0,0.0,0.0,270194.0,0.0
PA-TERRA ALTA,0.0,0.0,12160.0,179038.0,54504.0,0.0,0.0,44872.0,0.0,0.0,32330.0,0.0
PA-TERRA SANTA,6360.0,22042.0,9984.0,493408.0,63720.0,0.0,0.0,1022.4,0.0,0.0,98384.0,0.0
PA-TOME-ACU,22048.0,109782.0,77434.0,1491502.0,230688.0,0.0,26880.0,267528.0,0.0,0.0,244330.0,50816.0
PA-TRACUATEUA,7208.0,0.0,25984.0,513710.0,94392.0,0.0,0.0,149611.2,0.0,0.0,102502.0,3072.0
PA-TRAIRAO,3922.0,23754.0,12736.0,235976.0,48600.0,0.0,22400.0,34420.8,0.0,0.0,51516.0,0.0
PA-TUCUMA,3922.0,207152.0,38042.0,439360.0,91584.0,0.0,0.0,45440.0,0.0,0.0,134108.0,0.0
PA-TUCURUI,34450.0,202658.0,131571.2,1275294.0,290664.0,0.0,38400.0,107238.4,0.0,0.0,341214.0,0.0
PA-ULIANOPOLIS,9328.0,90950.0,31232.0,551202.0,0.0,0.0,0.0,0.0,0.0,0.0,84058.0,0.0
PA-URUARA,4664.0,57780.0,40320.0,713614.0,85536.0,0.0,0.0,27264.0,0.0,0.0,177444.0,0.0
PA-VIGIA,12190.0,114276.0,63232.0,629952.0,171648.0,0.0,0.0,261052.8,0.0,0.0,144266.0,0.0
PA-VISEU,0.0,214856.0,101440.0,1012844.0,193176.0,0.0,0.0,376811.2,0.0,0.0,255460.0,11354.0
PA-VITORIA DO XINGU,2819.6,35352.8,10035.2,223666.8,31550.4,0.0,6272.0,21300.0,0.0,0.0,47710.6,0.0
PA-XINGUARA,6996.0,99296.0,27840.0,722040.0,0.0,0.0,0.0,188576.0,0.0,0.0,118614.0,0.0
PB-AGUA BRANCA,0.0,29532.0,29888.0,159458.0,0.0,0.0,0.0,0.0,0.0,0.0,27560.0,0.0
PB-AGUIAR,636.0,17976.0,0.0,44784.0,0.0,0.0,0.0,0.0,0.0,0.0,12720.0,0.0
PB-ALAGOA GRANDE,7208.0,77254.0,23168.0,424688.0,0.0,0.0,0.0,0.0,0.0,0.0,68476.0,45762.0
PB-ALAGOA NOVA,6572.0,17548.0,13632.0,195354.0,0.0,0.0,0.0,26809.6,0.0,0.0,51660.0,0.0
PB-ALAGOINHA,4664.0,26536.0,0.0,152770.0,0.0,0.0,0.0,45326.4,0.0,0.0,33674.0,0.0
PB-ALCANTIL,1060.0,0.0,4352.0,53856.0,0.0,0.0,0.0,0.0,0.0,0.0,23426.0,0.0
PB-ALGODAO DE JANDAIRA,0.0,11128.0,2048.0,84835.0,0.0,0.0,0.0,0.0,0.0,0.0,8056.0,0.0
PB-ALHANDRA,5936.0,62060.0,20224.0,230850.0,0.0,0.0,0.0,96332.8,0.0,0.0,49290.0,0.0
PB-AMPARO,0.0,1498.0,1920.0,28728.0,0.0,0.0,0.0,0.0,0.0,0.0,11766.0,0.0
PB-APARECIDA,636.0,13268.0,8384.0,87642.0,0.0,0.0,0.0,0.0,0.0,0.0,16748.0,0.0
PB-ARACAGI,1908.0,68480.0,19776.0,285010.0,0.0,0.0,0.0,21697.6,0.0,0.0,38478.0,0.0
PB-ARARA,0.0,13910.0,17984.0,103816.0,0.0,0.0,0.0,0.0,0.0,0.0,27500.0,0.0
PB-ARARUNA,2226.0,23112.0,19392.0,319774.0,0.0,0.0,0.0,22265.6,0.0,0.0,62818.0,0.0
PB-AREIA,1484.0,35524.0,0.0,302796.0,0.0,0.0,0.0,16358.4,0.0,20777.6,50758.0,57472.0
PB-AREIA DE BARAUNAS,318.0,7062.0,0.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0
PB-AREIAL,0.0,20116.0,2432.0,130182.0,0.0,0.0,0.0,0.0,0.0,0.0,22366.0,0.0
PB-AROEIRAS,1060.0,27606.0,22080.0,188824.0,0.0,0.0,0.0,28627.2,0.0,0.0,47328.0,0.0
PB-BAIA DA TRAICAO,1696.0,19688.0,3776.0,52204.0,0.0,0.0,176176.0,0.0,0.0,0.0,16706.0,0.0
PB-BANANEIRAS,106.0,7960.8,3187.2,70998.8,0.0,0.0,0.0,0.0,0.0,0.0,12368.0,0.0
PB-BARAUNA,0.0,21828.0,6016.0,55080.0,0.0,0.0,0.0,0.0,0.0,0.0,14310.0,0.0
PB-BARRA DE SANTA ROSA,0.0,22919.4,19641.6,163774.8,0.0,0.0,0.0,0.0,0.0,0.0,29676.6,0.0
PB-BARRA DE SANTANA,2862.0,18832.0,0.0,198100.0,0.0,0.0,0.0,4771.2,0.0,0.0,32136.0,0.0
PB-BARRA DE SAO MIGUEL,4452.0,37236.0,9814.0,111620.0,0.0,0.0,0.0,0.0,0.0,0.0,23214.0,0.0
PB-BAYEUX,47382.0,145734.0,94338.0,1083592.0,14400.0,0.0,0.0,132230.4,0.0,0.0,150020.0,0.0
PB-BELEM,3816.0,24396.0,11904.0,171664.0,0.0,0.0,0.0,10337.6,0.0,0.0,39090.0,0.0
PB-BELEM DO BREJO DO CRUZ,1060.0,16478.0,27776.0,79778.0,0.0,0.0,0.0,28400.0,0.0,0.0,26708.0,0.0
PB-BERNARDINO BATISTA,1272.0,29960.0,33344.0,46296.0,0.0,0.0,0.0,17267.2,0.0,0.0,11024.0,0.0
PB-BOA VENTURA,0.0,6634.0,2112.0,43128.0,0.0,0.0,0.0,25560.0,0.0,0.0,12190.0,0.0
PB-BOA VISTA,3286.0,29746.0,3584.0,102752.0,0.0,0.0,0.0,0.0,0.0,0.0,27784.0,0.0
PB-BOM JESUS,1590.0,0.0,10240.0,79890.0,0.0,0.0,0.0,0.0,0.0,0.0,8268.0,0.0
PB-BOM SUCESSO,1272.0,8988.0,0.0,33768.0,0.0,0.0,0.0,0.0,0.0,0.0,7950.0,0.0
PB-BONITO DE SANTA FE,0.0,25038.0,2688.0,84888.0,0.0,0.0,0.0,11360.0,0.0,0.0,25864.0,0.0
PB-BOQUEIRAO,1166.0,23754.0,27712.0,133988.0,0.0,0.0,0.0,48848.0,0.0,0.0,45340.0,0.0
PB-BORBOREMA,2968.0,12626.0,5696.0,51836.0,0.0,0.0,0.0,17040.0,0.0,0.0,11766.0,0.0
PB-BREJO DO CRUZ,1166.0,27820.0,18624.0,238584.0,0.0,0.0,0.0,0.0,0.0,0.0,26818.0,0.0
PB-BREJO DOS SANTOS,7526.0,23112.0,0.0,42404.0,0.0,0.0,0.0,45440.0,0.0,0.0,14628.0,0.0
PB-CAAPORA,16430.0,58422.0,18304.0,447774.0,0.0,0.0,0.0,99627.2,0.0,0.0,69078.0,0.0
PB-CABACEIRAS,530.0,12412.0,0.0,114834.0,0.0,0.0,0.0,0.0,0.0,0.0,13568.0,0.0
PB-CABEDELO,12402.0,161356.0,40768.0,726208.0,0.0,0.0,0.0,39419.2,0.0,0.0,58618.0,0.0
PB-CACHOEIRA DOS INDIOS,1802.0,14338.0,4864.0,76608.0,0.0,0.0,0.0,34080.0,0.0,0.0,18886.0,0.0
PB-CACIMBA DE AREIA,0.0,0.0,0.0,35424.0,0.0,0.0,0.0,29536.0,0.0,0.0,9116.0,0.0
PB-CACIMBA DE DENTRO,1272.0,37450.0,21248.0,150334.0,0.0,0.0,0.0,12041.6,0.0,0.0,38796.0,0.0
PB-CACIMBAS,0.0,0.0,1382.4,85341.6,0.0,0.0,0.0,107806.4,0.0,16236.8,20224.8,44928.0
PB-CAICARA,3604.0,40446.0,9024.0,57088.0,0.0,0.0,0.0,0.0,0.0,0.0,15900.0,0.0
PB-CAJAZEIRAS,10388.0,57138.0,34368.0,514474.0,0.0,0.0,0.0,87926.4,0.0,0.0,105698.0,0.0
PB-CAJAZEIRINHAS,2862.0,17976.0,2816.0,37656.0,0.0,0.0,0.0,0.0,0.0,0.0,13096.0,0.0
PB-CALDAS BRANDAO,0.0,15622.0,12544.0,101116.0,0.0,0.0,0.0,3180.8,0.0,0.0,13674.0,0.0
PB-CAMALAU,0.0,24396.0,3776.0,75382.0,0.0,0.0,0.0,0.0,0.0,0.0,17172.0,0.0
PB-CAMPINA GRANDE,69324.0,677310.0,145344.0,1955088.0,0.0,0.0,0.0,200390.4,0.0,0.0,491464.0,0.0
PB-CAPIM,7420.0,0.0,21056.0,81540.0,0.0,0.0,0.0,22720.0,0.0,0.0,16324.0,0.0
PB-CARAUBAS,318.0,15194.0,0.0,36936.0,0.0,0.0,0.0,0.0,0.0,0.0,11024.0,0.0
PB-CARRAPATEIRA,848.0,5992.0,10624.0,50578.0,0.0,0.0,0.0,0.0,0.0,0.0,8268.0,0.0
PB-CASSERENGUE,0.0,10914.0,12800.0,135956.0,0.0,0.0,0.0,18176.0,0.0,0.0,17384.0,0.0
PB-CATINGUEIRA,0.0,13054.0,1024.0,51912.0,0.0,0.0,0.0,58163.2,0.0,0.0,14310.0,0.0
PB-CATOLE DO ROCHA,4982.0,81534.0,10816.0,240114.0,0.0,0.0,0.0,0.0,0.0,0.0,47276.0,4224.0
PB-CATURITE,2544.0,11984.0,3200.0,65980.0,0.0,0.0,0.0,14654.4,0.0,0.0,12614.0,0.0
PB-CONCEICAO,0.0,25038.0,50240.0,294950.0,0.0,0.0,0.0,0.0,0.0,0.0,43990.0,0.0
PB-CONDADO,3392.0,6634.0,1088.0,59184.0,0.0,0.0,0.0,0.0,0.0,0.0,16854.0,0.0
PB-CONDE,10112.4,42179.4,33350.4,333324.0,0.0,0.0,0.0,50892.8,0.0,6020.0,90604.8,80748.0
PB-CONGO,2014.0,21186.0,10910.0,56400.0,0.0,0.0,0.0,0.0,0.0,0.0,12402.0,0.0
PB-COREMAS,0.0,25894.0,6784.0,82656.0,0.0,0.0,0.0,17040.0,0.0,0.0,19186.0,27776.0
PB-COXIXOLA,0.0,0.0,0.0,15756.0,0.0,0.0,0.0,0.0,0.0,0.0,4134.0,0.0
PB-CRUZ DO ESPIRITO SANTO,4452.0,16050.0,39488.0,251548.0,0.0,0.0,0.0,42600.0,0.0,0.0,45536.0,0.0
PB-CUBATI,742.0,31458.0,9408.0,176934.0,0.0,0.0,0.0,0.0,0.0,0.0,20458.0,0.0
PB-CUITE,6254.0,73188.0,8768.0,118608.0,0.0,0.0,0.0,0.0,0.0,0.0,34344.0,0.0
PB-CUITE DE MAMANGUAPE,1590.0,20972.0,24576.0,151346.0,0.0,0.0,0.0,37488.0,0.0,0.0,20458.0,0.0
PB-CUITEGI,0.0,37664.0,12672.0,64456.0,0.0,0.0,0.0,35443.2,0.0,0.0,22366.0,0.0
PB-CURRAL DE CIMA,2544.0,13910.0,7616.0,62926.0,0.0,0.0,0.0,0.0,0.0,0.0,16218.0,0.0
PB-CURRAL VELHO,0.0,9587.2,6809.6,15148.8,0.0,0.0,0.0,0.0,0.0,0.0,5596.8,0.0
PB-DAMIAO,1696.0,21828.0,8960.0,70906.0,0.0,0.0,0.0,30558.4,0.0,0.0,11766.0,0.0
PB-DESTERRO,636.0,22684.0,0.0,50256.0,0.0,0.0,0.0,0.0,0.0,0.0,21836.0,0.0
PB-DIAMANTE,0.0,15194.0,0.0,77986.0,0.0,0.0,0.0,0.0,0.0,0.0,11978.0,35310.0
PB-DONA INES,4028.0,30388.0,4352.0,288652.0,0.0,0.0,7424.0,0.0,0.0,0.0,25652.0,3968.0
PB-DUAS ESTRADAS,636.0,7490.0,8512.0,62908.0,0.0,0.0,0.0,2087.4,0.0,0.0,14684.0,0.0
PB-EMAS,530.0,22898.0,9600.0,80068.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,0.0
PB-ESPERANCA,3074.0,45796.0,39360.0,512388.0,0.0,0.0,0.0,0.0,0.0,0.0,72716.0,0.0
PB-FAGUNDES,1144.8,17719.2,14284.8,93450.6,0.0,0.0,0.0,0.0,0.0,0.0,36502.2,0.0
PB-FREI MARTINHO,106.0,6206.0,1984.0,35120.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,0.0
PB-GADO BRAVO,0.0,20972.0,0.0,101952.0,0.0,0.0,0.0,72590.4,0.0,0.0,28620.0,0.0
PB-GUARABIRA,2756.0,119412.0,18688.0,834324.0,0.0,0.0,0.0,0.0,0.0,0.0,98196.0,0.0
PB-GURINHEM,4134.0,31886.0,7808.0,233204.0,0.0,0.0,0.0,55096.0,0.0,0.0,30210.0,6020.0
PB-GURJAO,2120.0,22898.0,2944.0,32328.0,0.0,0.0,0.0,0.0,0.0,0.0,9646.0,0.0
PB-IBIARA,0.0,29960.0,0.0,34254.0,0.0,0.0,0.0,0.0,0.0,0.0,15370.0,0.0
PB-IGARACY,0.0,19046.0,0.0,54648.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,0.0
PB-IMACULADA,848.0,15622.0,2816.0,185890.0,0.0,0.0,0.0,0.0,0.0,0.0,28514.0,0.0
PB-INGA,1378.0,24610.0,38250.0,319902.0,0.0,0.0,0.0,9542.4,0.0,0.0,31508.0,13818.0
PB-ITABAIANA,0.0,31886.0,7296.0,68830.0,11880.0,0.0,0.0,33284.8,0.0,0.0,33072.0,0.0
PB-ITAPORANGA,742.0,35738.0,1280.0,128304.0,14256.0,0.0,0.0,0.0,0.0,0.0,43014.0,0.0
PB-ITAPOROROCA,0.0,39376.0,57664.0,253642.0,0.0,0.0,0.0,45326.4,0.0,0.0,30316.0,0.0
PB-ITATUBA,2226.0,13268.0,8768.0,133888.0,0.0,0.0,0.0,19312.0,0.0,0.0,35510.0,0.0
PB-JACARAU,5618.0,38520.0,25920.0,246256.0,0.0,0.0,0.0,19880.0,0.0,0.0,39252.0,0.0
PB-JERICO,1621.8,18489.6,9792.0,68914.8,0.0,0.0,0.0,8846.6,0.0,0.0,17071.2,0.0
PB-JOAO PESSOA,119875.4,1346916.0,1708985.08,5959510.8,8545430.4,3344294.4,315881.6,648329.4,27554.4,8256.0,993808.0,80580.8
PB-JOCA CLAUDINO,1484.0,23968.0,17856.0,34748.0,0.0,0.0,0.0,0.0,0.0,0.0,10570.0,0.0
PB-JUAREZ TAVORA,477.0,11556.0,3168.0,37911.0,0.0,0.0,0.0,0.0,0.0,0.0,10123.0,0.0
PB-JUAZEIRINHO,3710.0,23754.0,21504.0,303972.0,0.0,0.0,0.0,56800.0,0.0,0.0,51892.0,0.0
PB-JUNCO DO SERIDO,1908.0,0.0,0.0,55870.0,0.0,0.0,0.0,11360.0,0.0,0.0,12826.0,0.0
PB-JURIPIRANGA,5512.0,39376.0,14336.0,136778.0,0.0,0.0,0.0,3180.8,0.0,0.0,20352.0,0.0
PB-JURU,2544.0,25894.0,11264.0,200724.0,0.0,0.0,0.0,0.0,0.0,0.0,28196.0,0.0
PB-LAGOA,0.0,8132.0,18560.0,34486.0,0.0,0.0,0.0,11360.0,0.0,0.0,14734.0,0.0
PB-LAGOA DE DENTRO,3498.0,31886.0,47424.0,177674.0,0.0,0.0,0.0,20334.4,0.0,0.0,26152.0,0.0
PB-LAGOA SECA,10600.0,57138.0,9600.0,242326.0,0.0,0.0,0.0,0.0,0.0,0.0,80018.0,0.0
PB-LASTRO,954.0,6206.0,4288.0,62474.0,0.0,0.0,0.0,0.0,0.0,0.0,9540.0,0.0
PB-LIVRAMENTO,1378.0,12412.0,2752.0,85680.0,0.0,0.0,0.0,0.0,0.0,0.0,19928.0,0.0
PB-LOGRADOURO,1378.0,19688.0,8192.0,99156.0,0.0,0.0,0.0,6517.8,0.0,0.0,11766.0,0.0
PB-LUCENA,7208.0,30174.0,14016.0,275328.0,0.0,0.0,0.0,55777.6,0.0,0.0,45932.0,0.0
PB-MAE DAGUA,530.0,6420.0,0.0,40952.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.0,0.0
PB-MALTA,4134.0,17120.0,0.0,121456.0,0.0,0.0,0.0,3748.8,0.0,0.0,15928.0,0.0
PB-MAMANGUAPE,6254.0,16692.0,35034.0,248833.0,0.0,0.0,0.0,0.0,0.0,0.0,91202.0,0.0
PB-MANAIRA,0.0,21828.0,18752.0,89352.0,0.0,0.0,0.0,0.0,0.0,0.0,26182.0,4480.0
PB-MARCACAO,1908.0,0.0,9920.0,43338.0,0.0,0.0,132736.0,14881.6,2064.0,0.0,8162.0,0.0
PB-MARI,2332.0,39376.0,32512.0,366462.0,0.0,0.0,0.0,1590.4,0.0,0.0,45932.0,0.0
PB-MARIZOPOLIS,1378.0,29318.0,29056.0,133044.0,0.0,0.0,0.0,7384.0,0.0,0.0,16672.0,0.0
PB-MASSARANDUBA,3052.8,20415.6,7084.8,100504.8,0.0,0.0,0.0,0.0,0.0,0.0,32340.6,0.0
PB-MATARACA,0.0,34454.0,8576.0,90430.0,0.0,0.0,0.0,0.0,0.0,0.0,28938.0,0.0
PB-MATINHAS,0.0,11342.0,2176.0,65694.0,0.0,0.0,0.0,13632.0,0.0,0.0,16218.0,0.0
PB-MATO GROSSO,0.0,5392.8,4550.4,38631.6,0.0,0.0,0.0,0.0,0.0,0.0,5056.2,0.0
PB-MATUREIA,2438.0,31672.0,0.0,94848.0,0.0,0.0,0.0,0.0,0.0,0.0,17914.0,0.0
PB-MOGEIRO,318.0,41302.0,9216.0,344154.0,0.0,0.0,0.0,0.0,0.0,0.0,35722.0,0.0
PB-MONTADAS,1484.0,0.0,5312.0,66816.0,0.0,0.0,0.0,0.0,0.0,0.0,17808.0,0.0
PB-MONTE HOREBE,1696.0,11128.0,3392.0,47376.0,0.0,0.0,0.0,0.0,0.0,0.0,12084.0,0.0
PB-MONTEIRO,8798.0,71476.0,8560.0,297942.0,0.0,0.0,0.0,0.0,0.0,0.0,76850.0,0.0
PB-MULUNGU,0.0,9202.0,32384.0,53638.0,0.0,0.0,0.0,0.0,0.0,0.0,28356.0,0.0
PB-NATUBA,424.0,53286.0,35456.0,215406.0,0.0,0.0,0.0,0.0,0.0,0.0,33642.0,0.0
PB-NAZAREZINHO,954.0,22898.0,960.0,71622.0,0.0,0.0,0.0,0.0,0.0,0.0,20882.0,0.0
PB-NOVA FLORESTA,742.0,30388.0,0.0,57022.0,0.0,0.0,0.0,0.0,0.0,0.0,25122.0,0.0
PB-NOVA OLINDA,2332.0,40660.0,3904.0,49104.0,0.0,0.0,0.0,25560.0,0.0,0.0,20882.0,0.0
PB-NOVA PALMEIRA,0.0,21186.0,0.0,33768.0,0.0,0.0,0.0,13632.0,0.0,0.0,9116.0,0.0
PB-OLHO DAGUA,0.0,15194.0,0.0,137372.0,0.0,0.0,0.0,0.0,0.0,0.0,18974.0,0.0
PB-OLIVEDOS,0.0,0.0,5817.6,35832.6,12312.0,0.0,0.0,0.0,0.0,0.0,10684.8,0.0
PB-OURO VELHO,0.0,10272.0,0.0,27432.0,0.0,0.0,0.0,0.0,0.0,0.0,13860.0,0.0
PB-PARARI,0.0,8560.0,0.0,22928.0,0.0,0.0,0.0,0.0,0.0,0.0,9290.0,0.0
PB-PASSAGEM,0.0,11342.0,0.0,58166.0,0.0,0.0,0.0,10564.8,0.0,0.0,6254.0,0.0
PB-PATOS,13674.0,194740.0,21440.0,1166690.0,0.0,0.0,0.0,18062.4,0.0,0.0,139662.0,0.0
PB-PAULISTA,1378.0,48364.0,18816.0,171422.0,0.0,0.0,0.0,0.0,0.0,0.0,26394.0,0.0
PB-PEDRA BRANCA,848.0,16050.0,9088.0,43204.0,0.0,0.0,0.0,0.0,0.0,0.0,9328.0,0.0
PB-PEDRA LAVRADA,1696.0,36166.0,13248.0,96368.0,0.0,0.0,0.0,0.0,0.0,0.0,20882.0,0.0
PB-PEDRAS DE FOGO,7208.0,94374.0,62912.0,477696.0,0.0,0.0,0.0,14768.0,0.0,0.0,96354.0,0.0
PB-PEDRO REGIS,2120.0,7704.0,5440.0,94328.0,0.0,0.0,0.0,0.0,0.0,0.0,14416.0,0.0
PB-PIANCO,0.0,32742.0,9536.0,181700.0,0.0,0.0,0.0,39646.4,0.0,0.0,28896.0,0.0
PB-PICUI,3286.0,57780.0,24960.0,233208.0,0.0,0.0,0.0,6816.0,0.0,0.0,51092.0,0.0
PB-PILAR,0.0,33812.0,28032.0,150306.0,0.0,0.0,0.0,0.0,0.0,0.0,30422.0,0.0
PB-PILOES,0.0,21400.0,2304.0,73656.0,0.0,0.0,0.0,0.0,0.0,0.0,26288.0,0.0
PB-PILOEZINHOS,0.0,12412.0,5120.0,44856.0,0.0,0.0,0.0,11360.0,0.0,0.0,16446.0,0.0
PB-PIRPIRITUBA,106.0,16478.0,20736.0,94452.0,0.0,0.0,0.0,12382.4,0.0,0.0,27832.0,0.0
PB-PITIMBU,1272.0,32185.6,19046.4,266721.6,0.0,0.0,0.0,22862.0,0.0,0.0,40784.0,0.0
PB-POCINHOS,1802.0,49862.0,13120.0,272716.0,0.0,0.0,0.0,31808.0,0.0,0.0,54990.0,0.0
PB-POCO DANTAS,1590.0,25680.0,7360.0,139974.0,0.0,0.0,0.0,18531.0,0.0,0.0,12720.0,0.0
PB-POCO DE JOSE DE MOURA,636.0,26750.0,36928.0,101482.0,0.0,0.0,0.0,3294.4,0.0,0.0,9540.0,0.0
PB-POMBAL,11130.0,60562.0,25536.0,290012.0,0.0,0.0,0.0,0.0,0.0,0.0,76844.0,0.0
PB-PRATA,1166.0,3638.0,3072.0,36070.0,0.0,0.0,0.0,0.0,0.0,0.0,17702.0,0.0
PB-PRINCESA ISABEL,954.0,43442.0,2944.0,125346.0,0.0,0.0,0.0,0.0,0.0,0.0,43142.0,0.0
PB-PUXINANA,275.6,30174.0,15744.0,165940.0,0.0,0.0,0.0,0.0,0.0,0.0,32966.0,0.0
PB-QUEIMADAS,9328.0,124548.0,107520.0,747920.0,0.0,0.0,0.0,13632.0,0.0,0.0,107378.0,0.0
PB-QUIXABA,1590.0,8774.0,0.0,20016.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.0,0.0
PB-REMIGIO,1590.0,48578.0,13056.0,273126.0,0.0,0.0,0.0,31808.0,0.0,0.0,52012.0,0.0
PB-RIACHAO,0.0,22470.0,0.0,107084.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,0.0
PB-RIACHAO DO BACAMARTE,318.0,23112.0,8000.0,104100.0,0.0,0.0,0.0,0.0,0.0,0.0,11236.0,5632.0
PB-RIACHAO DO POCO,0.0,17548.0,9216.0,106914.0,0.0,0.0,0.0,1704.0,0.0,0.0,16112.0,0.0
PB-RIACHO DE SANTO ANTONIO,1590.0,17762.0,3584.0,27144.0,0.0,0.0,0.0,0.0,0.0,0.0,5618.0,0.0
PB-RIACHO DOS CAVALOS,742.0,32314.0,52864.0,126096.0,0.0,0.0,0.0,4473.0,0.0,0.0,20140.0,0.0
PB-RIO TINTO,0.0,50504.0,15360.0,293164.0,0.0,0.0,113400.0,24310.4,4884.8,0.0,45262.0,0.0
PB-SALGADINHO,0.0,7918.0,0.0,39888.0,0.0,0.0,0.0,0.0,0.0,0.0,13144.0,0.0
PB-SALGADO DE SAO FELIX,636.0,72332.0,45824.0,231130.0,0.0,0.0,0.0,0.0,0.0,0.0,32684.0,0.0
PB-SANTA CECILIA,0.0,25038.0,6592.0,104576.0,0.0,0.0,0.0,14200.0,0.0,0.0,18338.0,0.0
PB-SANTA CRUZ,530.0,19260.0,2432.0,72482.0,0.0,0.0,0.0,0.0,0.0,0.0,16448.0,0.0
PB-SANTA HELENA,1060.0,26750.0,20736.0,122970.0,0.0,0.0,0.0,0.0,0.0,0.0,14522.0,0.0
PB-SANTA INES,0.0,5243.0,0.0,21319.2,0.0,0.0,0.0,0.0,0.0,0.0,4551.4,0.0
PB-SANTA LUZIA,3604.0,47080.0,0.0,63792.0,0.0,0.0,0.0,11019.2,0.0,0.0,28620.0,0.0
PB-SANTA RITA,29256.0,185752.0,145174.0,1466856.0,5400.0,0.0,0.0,311945.6,0.0,0.0,219394.0,0.0
PB-SANTA TERESINHA,1187.2,3745.0,1120.0,25603.2,0.0,0.0,0.0,0.0,0.0,0.0,10313.8,0.0
PB-SANTANA DE MANGUEIRA,0.0,9844.0,0.0,56284.0,0.0,0.0,0.0,0.0,0.0,0.0,12190.0,0.0
PB-SANTANA DOS GARROTES,0.0,19902.0,0.0,51406.0,0.0,0.0,0.0,11360.0,0.0,0.0,18294.0,0.0
PB-SANTO ANDRE,0.0,11128.0,832.0,26784.0,0.0,0.0,0.0,0.0,0.0,0.0,7420.0,0.0
PB-SAO BENTINHO,1166.0,11128.0,1920.0,35352.0,0.0,0.0,0.0,0.0,0.0,0.0,23444.0,0.0
PB-SAO BENTO,4664.0,86242.0,156160.0,434948.0,0.0,0.0,0.0,58163.2,0.0,0.0,57982.0,9088.0
PB-SAO DOMINGOS,0.0,8132.0,768.0,47504.0,0.0,0.0,0.0,0.0,0.0,0.0,12144.0,0.0
PB-SAO DOMINGOS DO CARIRI,0.0,12412.0,0.0,23688.0,4824.0,0.0,0.0,0.0,0.0,0.0,4452.0,0.0
PB-SAO FRANCISCO,0.0,12412.0,1728.0,72726.0,0.0,0.0,0.0,0.0,0.0,0.0,8480.0,0.0
PB-SAO JOAO DO CARIRI,0.0,18874.8,6739.2,43221.6,0.0,0.0,0.0,0.0,0.0,0.0,17420.4,0.0
PB-SAO JOAO DO RIO DO PEIXE,2650.0,35524.0,128640.0,246310.0,0.0,0.0,0.0,0.0,0.0,0.0,31550.0,0.0
PB-SAO JOAO DO TIGRE,0.0,20116.0,832.0,52992.0,0.0,0.0,0.0,0.0,0.0,0.0,14946.0,0.0
PB-SAO JOSE DA LAGOA TAPADA,0.0,9844.0,2752.0,66672.0,0.0,0.0,0.0,57708.8,0.0,0.0,17808.0,0.0
PB-SAO JOSE DE CAIANA,0.0,27178.0,0.0,54718.0,0.0,0.0,0.0,34875.2,0.0,0.0,19080.0,0.0
PB-SAO JOSE DE ESPINHARAS,848.0,11770.0,358.4,47682.0,0.0,0.0,0.0,28400.0,0.0,0.0,8798.0,0.0
PB-SAO JOSE DE PIRANHAS,636.0,24824.0,38848.0,142480.0,0.0,0.0,0.0,0.0,0.0,0.0,33814.0,0.0
PB-SAO JOSE DE PRINCESA,0.0,214.0,0.0,49244.0,0.0,0.0,0.0,0.0,0.0,0.0,6890.0,6374.0
PB-SAO JOSE DO BONFIM,0.0,11556.0,0.0,64096.0,0.0,0.0,0.0,0.0,0.0,0.0,10724.0,0.0
PB-SAO JOSE DO BREJO DO CRUZ,0.0,14766.0,11328.0,44772.0,0.0,0.0,0.0,0.0,0.0,0.0,4346.0,0.0
PB-SAO JOSE DO SABUGI,2014.0,34668.0,2240.0,64958.0,0.0,0.0,0.0,0.0,0.0,0.0,10070.0,0.0
PB-SAO JOSE DOS CORDEIROS,0.0,9844.0,7488.0,15408.0,0.0,0.0,0.0,0.0,0.0,0.0,8904.0,0.0
