"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
661964,"Araguatins","TO",2,1,1,428.7,410.9,487.1,423.8,600
2894520,"Pedro Afonso","TO",2,2,1,452.7,437.1,486.2,396.7,460
961945,"Pau D'Arco","TO",2,1,1,391.7,490.8,469,424.9,440
1389786,"Gurupi","TO",2,1,1,398.1,480.5,431,523.6,400
275371,"Babaçulândia","TO",2,1,1,412.7,381.5,345.8,576.1,0
4234961,"Palmas","TO",2,1,1,,,,,
3438130,"Praia Norte","TO",2,1,1,,,,,
1629831,"Aguiarnópolis","TO",2,1,1,423.8,331.1,498.9,575.1,660
2206881,"Angico","TO",2,1,1,376.1,439.6,452.5,437.2,440
3666989,"São Salvador do Tocantins","TO",2,2,1,,,,,
99680,"Lizarda","TO",2,1,1,460.7,516.1,587.4,642.8,820
4179378,"Palmas","TO",2,1,1,543.8,573.9,585.2,475.9,660
3755227,"São Valério","TO",2,1,1,402.2,419,456.5,436,500
1696157,"Araguaína","TO",2,1,1,409.4,454.1,481.5,424.7,600
3994794,"Palmas","TO",2,1,1,529,527.6,528.7,491.7,660
1614491,"Araguaína","TO",2,1,1,,,,,
387291,"Gurupi","TO",2,1,1,,,,,
1790188,"Paraíso do Tocantins","TO",2,1,1,419.1,526.6,511.6,511.5,760
2158433,"Palmas","TO",2,1,1,401.9,396.7,468.2,514.2,620
3587787,"Palmas","TO",2,1,1,407,509.1,555,444,560
585402,"Tocantinópolis","TO",2,1,1,524.1,533.9,544.9,685.3,900
3669250,"Palmas","TO",2,1,1,,,,,
318804,"Palmas","TO",2,1,1,435.7,376,511.2,550.4,680
383731,"Pequizeiro","TO",2,1,1,487.7,363.7,360.6,393.5,440
1824611,"Colméia","TO",2,1,1,397.4,467.2,528.5,397.4,660
1327400,"Tocantinópolis","TO",2,1,1,,476.5,445.2,,900
1101446,"Babaçulândia","TO",2,1,1,421.6,366.7,322.7,484.8,0
664115,"Babaçulândia","TO",2,1,1,499,504.6,533.7,558,800
1123574,"Arapoema","TO",2,1,1,429.8,425,494.7,575.1,860
3212009,"Araguaína","TO",2,1,1,,,,,
3264996,"Wanderlândia","TO",2,1,1,,,,,
1473038,"Recursolândia","TO",2,1,1,457,404.7,480.8,426.7,0
2477680,"Palmas","TO",4,1,1,423.2,446,544.8,410.5,780
2358624,"Araguatins","TO",1,2,1,529.4,342.3,522.3,480.3,640
3032698,"Palmeiras do Tocantins","TO",2,1,1,,,,,
4135552,"Paraíso do Tocantins","TO",2,1,1,519.3,467.3,502.6,414.3,620
2095973,"Palmas","TO",4,1,1,579.8,628.9,524.7,752.5,520
1887250,"Tocantínia","TO",2,2,1,,411.2,406.9,,0
2780607,"Tocantinópolis","TO",2,1,1,408.6,454.9,447.4,581.5,260
678835,"Formoso do Araguaia","TO",2,1,1,,340.5,445.1,,560
1804118,"Palmas","TO",2,1,1,592.4,540.2,603.2,651.5,940
974488,"Araguaína","TO",2,1,1,500.3,545.7,556.1,527.9,700
648056,"Ponte Alta do Bom Jesus","TO",2,1,1,443.8,377.7,508.6,396.5,540
901020,"Palmas","TO",1,1,1,427.3,562,531.3,487.3,840
1570470,"Palmas","TO",2,1,1,,492.3,490.3,,560
348851,"Cristalândia","TO",2,1,1,358,454.7,401.8,400.7,540
890365,"Silvanópolis","TO",2,1,1,395.1,356.2,489,498.9,520
361672,"Cristalândia","TO",2,1,1,540.8,557.8,536.5,498.8,920
436513,"Nova Olinda","TO",2,1,1,418.9,418.8,506.2,425,720
3250533,"Palmas","TO",4,1,1,488.9,505.9,460.6,388.4,840
2347816,"Santa Terezinha do Tocantins","TO",2,1,1,396,401.2,447,485.8,720
2475199,"Itacajá","TO",2,1,1,,,,,
3488507,"Paraíso do Tocantins","TO",2,1,1,461.3,417.3,421.7,400.8,460
3737233,"Dianópolis","TO",2,1,1,,,,,
250595,"Taguatinga","TO",2,1,1,424.7,518.9,525,476.8,800
1015944,"Ananás","TO",2,1,1,,0,442.5,,0
4248269,"Araguaína","TO",2,1,1,,421.7,527.6,,0
1878753,"Palmas","TO",4,1,1,730.5,723.2,610.6,924.3,900
1392131,"Araguatins","TO",1,2,1,579.5,602.9,589.9,535.6,940
1650697,"Aparecida do Rio Negro","TO",2,1,1,520.5,472.1,486.6,425.7,640
3421287,"Palmas","TO",4,1,1,553.8,636.7,573.5,657.8,920
1028819,"Palmas","TO",2,1,1,408.8,464.9,506,385.8,520
2651242,"Araguaína","TO",4,1,1,399.2,444.5,423.5,472.3,700
11450,"Couto Magalhães","TO",2,2,1,394.6,466.1,466.4,384.2,460
59187,"Araguaína","TO",2,1,1,412,420.3,393.2,440.3,360
1856443,"Miracema do Tocantins","TO",2,1,1,469.1,575.9,568,550.6,900
2405665,"Palmas","TO",4,1,1,525.6,598.5,559.6,585.1,760
2400247,"Paraíso do Tocantins","TO",1,1,1,538.1,521.6,544.6,579.5,720
374441,"São Bento do Tocantins","TO",2,1,1,497.3,419.2,481,530.4,400
2456898,"Araguaína","TO",2,1,1,,,,,
1313552,"Palmas","TO",2,1,1,459.2,526,532,512.8,920
3647159,"Itaguatins","TO",2,1,1,,,,,
1889012,"Palmas","TO",2,1,1,512.1,567.7,524.5,507.3,700
2948427,"Palmas","TO",2,1,1,,,,,
75580,"Araguaína","TO",2,1,1,408.1,479.7,483.9,398,440
3742079,"Araguaína","TO",1,1,1,436,546.5,513.4,492,920
106565,"Colméia","TO",2,2,1,486.2,476.9,453.3,407.8,580
52529,"Paraíso do Tocantins","TO",2,1,1,377.2,433.4,459,445.2,460
3231332,"Nova Olinda","TO",2,1,1,,,,,
4092260,"Palmas","TO",2,1,1,,,,,
1198483,"Palmas","TO",2,1,1,620.3,517.4,562.8,734.6,720
3348831,"Araguaína","TO",2,1,1,545.3,555.2,548.6,614.1,800
1113811,"Araguaína","TO",2,1,1,,,,,
214120,"Sandolândia","TO",2,2,1,387.4,440.7,430.6,516.2,440
2594544,"Palmas","TO",2,1,1,482.4,495.4,501.2,413.6,540
3794235,"Miracema do Tocantins","TO",2,1,1,,,,,
1483145,"Colinas do Tocantins","TO",2,2,1,379.9,505.8,448.5,408.5,400
675992,"Palmas","TO",2,1,1,392.9,459.3,492.6,412.8,740
2746859,"Formoso do Araguaia","TO",4,2,1,516.9,459.4,517.1,443.7,680
2578895,"Palmas","TO",4,1,1,,,,,
2159101,"Lavandeira","TO",2,1,1,534.1,538,513.4,614.2,920
2403700,"Araguaína","TO",2,1,1,449.5,443,506.7,469.2,660
685246,"Palmas","TO",2,1,1,,,,,
4010610,"Itacajá","TO",2,2,1,,,,,
3262707,"São Miguel do Tocantins","TO",2,1,1,384,529.2,541.6,429.8,760
2844155,"Colinas do Tocantins","TO",2,2,1,491.1,486.1,410.3,412,500
255840,"Araguaína","TO",2,1,1,,,,,
2943186,"Pedro Afonso","TO",2,1,1,,,,,
2471125,"Riachinho","TO",2,1,1,,,,,
2487477,"Palmas","TO",2,1,1,372.8,448.8,516.7,414.1,760
151860,"Augustinópolis","TO",2,1,1,522.1,619.2,565.7,591.2,840
483371,"Caseara","TO",2,1,1,401,417.2,507.7,561.6,560
1465925,"Araguaína","TO",2,1,1,,,,,
1287622,"Tocantinópolis","TO",2,1,1,458.5,503,540.5,390.9,880
4126044,"Divinópolis do Tocantins","TO",2,1,1,,,,,
2612184,"Santa Fé do Araguaia","TO",2,1,1,,393.8,380.9,,680
3318466,"Piraquê","TO",2,1,1,375.5,372.1,358.7,428.8,0
73160,"Pedro Afonso","TO",2,1,1,479.5,448,401.7,450.9,520
2850249,"Porto Nacional","TO",2,1,1,441.9,535.2,535.5,513,640
2099826,"Colinas do Tocantins","TO",4,1,1,510.8,592.1,539.9,691.8,920
8899,"Araguaína","TO",2,1,1,421.4,378.3,498,472.5,620
1074706,"Palmas","TO",4,1,1,673.2,693.2,638.1,725.8,940
304398,"Cristalândia","TO",2,1,1,532.4,526.7,541.7,588.2,720
3470941,"Abreulândia","TO",2,1,1,,472.9,555.8,,560
3635517,"Araguaína","TO",2,1,1,391.7,420.6,360,382.1,520
3038151,"Santa Maria do Tocantins","TO",2,1,1,459.3,413.1,508.6,519.7,580
2986834,"Palmas","TO",2,1,1,,,,,
290454,"Fátima","TO",2,1,1,401.6,512.1,503.3,531.8,760
3418642,"Miranorte","TO",2,1,1,,,,,
540945,"Porto Nacional","TO",2,2,1,425.7,424.3,430.1,495.5,600
3798406,"Pium","TO",2,1,1,,,,,
1595196,"Axixá do Tocantins","TO",2,1,1,481.5,458,390.9,445.1,560
1894642,"Tocantínia","TO",2,2,1,,,,,
1086320,"Sítio Novo do Tocantins","TO",2,1,1,414.4,416.1,453.4,406.4,940
562061,"Aguiarnópolis","TO",2,1,1,404.5,357.1,421,491.9,600
3477629,"Palmas","TO",4,1,1,610.5,579.4,529.6,534.6,860
3038653,"Riachinho","TO",2,1,1,,,,,
1576160,"Axixá do Tocantins","TO",2,1,1,,,,,
1067574,"Colinas do Tocantins","TO",2,1,1,,,,,
2175177,"Palmas","TO",2,1,1,433.6,467,450.2,462.6,720
2208952,"Nazaré","TO",2,2,1,402.8,477.1,450.4,389.3,640
2746986,"Araguatins","TO",2,1,1,,373.2,509.4,,0
726576,"Gurupi","TO",2,1,1,410.4,505.3,539.2,601.3,580
127785,"São Valério","TO",2,1,1,366.9,345.3,427.7,388.4,660
2461643,"Sandolândia","TO",2,1,1,472.5,464.6,466,411.2,520
1564225,"Buriti do Tocantins","TO",2,1,1,421.9,521.6,522.8,479,520
1788086,"Colinas do Tocantins","TO",2,1,1,523,484.3,482.7,420.1,560
3711276,"Lagoa do Tocantins","TO",2,1,1,360.6,466.8,504.5,460.6,0
1491521,"Palmeirante","TO",2,1,1,447,579,558.7,635.1,880
136761,"Palmas","TO",2,1,1,503,532.7,583.9,549.1,680
1403885,"Araguatins","TO",1,2,1,579.7,596.7,568.1,638,760
3627951,"Paranã","TO",2,1,1,,,,,
3125909,"Araguatins","TO",2,2,1,,,,,
3372905,"Palmas","TO",2,1,1,,552.5,530.4,,680
2423112,"Tocantínia","TO",2,2,1,471.1,329.6,358.4,402,0
3735052,"Augustinópolis","TO",2,1,1,,,,,
783006,"Palmas","TO",2,1,1,376.8,327.9,447.2,389.1,520
788524,"Palmas","TO",1,1,1,403.6,530.9,531.2,419.1,880
1256176,"Pequizeiro","TO",2,1,1,,,,,
970032,"São Miguel do Tocantins","TO",2,2,1,452.6,441.3,467.1,432.6,640
2101950,"Araguaína","TO",2,1,1,549.4,618.1,610.9,673.8,700
3236073,"Filadélfia","TO",2,1,1,423.7,344.5,446.1,436.5,440
2417128,"Palmas","TO",2,1,1,478.7,531.6,532.9,582.6,680
585727,"Praia Norte","TO",2,1,1,441.5,425.6,509.2,459.1,620
312411,"Porto Nacional","TO",2,1,1,,,,,
1163453,"Pedro Afonso","TO",2,1,1,,,,,
1504955,"Santa Tereza do Tocantins","TO",2,1,1,378,504.4,431.9,407.2,680
794692,"Araguaína","TO",2,1,1,498.1,548.7,493.7,601.2,820
4095408,"Palmas","TO",2,1,1,,,,,
3847378,"Xambioá","TO",2,1,1,,490,446.7,,340
3790604,"Palmas","TO",2,1,1,462.4,505.1,569.2,470.8,0
1289708,"Araguaína","TO",2,1,1,,,,,
667911,"Maurilândia do Tocantins","TO",2,1,1,,,,,
3247261,"Taguatinga","TO",2,1,1,435.8,450.7,503.5,413.5,0
1783633,"Gurupi","TO",2,1,1,,,,,
3681625,"Palmas","TO",2,1,1,,,,,
3243406,"Miracema do Tocantins","TO",2,1,1,,,,,
2734490,"Monte do Carmo","TO",2,2,1,441.6,368.5,423.7,383.1,560
3352483,"Colinas do Tocantins","TO",2,1,1,393.9,505,513.2,445.1,660
1141313,"Palmas","TO",2,1,1,,,,,
2408523,"São Salvador do Tocantins","TO",2,1,1,457.6,362.5,455.9,493.6,540
1210810,"Cariri do Tocantins","TO",2,1,1,398.1,553,579.4,494.7,740
1525348,"Pedro Afonso","TO",2,1,1,495.1,519.5,537.6,535.4,800
