#ANO;ESTADO;MUNICIPIO;ESFERA_GOVERNO;MODALIDADE_ENSINO;VALOR_TOTAL_ESCOLAS_PNAE
2018;BA;NOVA SOURE;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;41577,6
2018;BA;NOVA SOURE;MUNICIPAL;PRï¿½-ESCOLA;87362
2018;BA;NOVA VICOSA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);6678
2018;BA;NOVA VICOSA;MUNICIPAL;CRECHE;129470
2018;BA;NOVA VICOSA;MUNICIPAL;EJA;32256
2018;BA;NOVA VICOSA;MUNICIPAL;ENSINO FUNDAMENTAL;763852
2018;BA;NOVA VICOSA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;18630,4
2018;BA;NOVA VICOSA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA;6880
2018;BA;NOVA VICOSA;MUNICIPAL;PRï¿½-ESCOLA;110452
2018;BA;NOVA VICOSA;MUNICIPAL;QUILOMBOLA;86328
2018;BA;NOVO HORIZONTE;MUNICIPAL;CRECHE;11770
2018;BA;NOVO HORIZONTE;MUNICIPAL;EJA;2304
2018;BA;NOVO HORIZONTE;MUNICIPAL;ENSINO FUNDAMENTAL;122626
2018;BA;NOVO HORIZONTE;MUNICIPAL;PRï¿½-ESCOLA;29800
2018;BA;NOVO TRIUNFO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1240,2
2018;BA;NOVO TRIUNFO;MUNICIPAL;CRECHE;22534,2
2018;BA;NOVO TRIUNFO;MUNICIPAL;EJA;7948,8
2018;BA;NOVO TRIUNFO;MUNICIPAL;ENSINO FUNDAMENTAL;192058,2
2018;BA;NOVO TRIUNFO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;2840
2018;BA;NOVO TRIUNFO;MUNICIPAL;PRï¿½-ESCOLA;23277,6
2018;BA;OLINDINA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1812,6
2018;BA;OLINDINA;MUNICIPAL;CRECHE;22919,4
2018;BA;OLINDINA;MUNICIPAL;EJA;33004,8
2018;BA;OLINDINA;MUNICIPAL;ENSINO FUNDAMENTAL;503246
2018;BA;OLINDINA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;32035,2
2018;BA;OLINDINA;MUNICIPAL;PRï¿½-ESCOLA;57085,2
2018;BA;OLIVEIRA DOS BREJINHOS;MUNICIPAL;CRECHE;21614
2018;BA;OLIVEIRA DOS BREJINHOS;MUNICIPAL;EJA;2432
2018;BA;OLIVEIRA DOS BREJINHOS;MUNICIPAL;ENSINO FUNDAMENTAL;341370
2018;BA;OLIVEIRA DOS BREJINHOS;MUNICIPAL;PRï¿½-ESCOLA;53212
2018;BA;OURICANGAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);742
2018;BA;OURICANGAS;MUNICIPAL;CRECHE;30174
2018;BA;OURICANGAS;MUNICIPAL;EJA;10176
2018;BA;OURICANGAS;MUNICIPAL;ENSINO FUNDAMENTAL;81170
2018;BA;OURICANGAS;MUNICIPAL;PRï¿½-ESCOLA;23458
2018;BA;OURICANGAS;MUNICIPAL;QUILOMBOLA;15872
2018;BA;OUROLANDIA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);8268
2018;BA;OUROLANDIA;MUNICIPAL;CRECHE;31030
2018;BA;OUROLANDIA;MUNICIPAL;EJA;21248
2018;BA;OUROLANDIA;MUNICIPAL;ENSINO FUNDAMENTAL;309064
2018;BA;OUROLANDIA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;54187,2
2018;BA;OUROLANDIA;MUNICIPAL;PRï¿½-ESCOLA;52788
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;CRECHE;30602
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;EJA;71232
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;ENSINO FUNDAMENTAL;202464
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;8974,4
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;PRï¿½-ESCOLA;41870
2018;BA;PALMAS DE MONTE ALTO;MUNICIPAL;QUILOMBOLA;27074
2018;BA;PALMEIRAS;MUNICIPAL;CRECHE;27392
2018;BA;PALMEIRAS;MUNICIPAL;EJA;4352
2018;BA;PALMEIRAS;MUNICIPAL;ENSINO FUNDAMENTAL;59470
2018;BA;PALMEIRAS;MUNICIPAL;PRï¿½-ESCOLA;25546
2018;BA;PALMEIRAS;MUNICIPAL;QUILOMBOLA;9856
2018;BA;PARAMIRIM;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);530
2018;BA;PARAMIRIM;MUNICIPAL;CRECHE;24396
2018;BA;PARAMIRIM;MUNICIPAL;EJA;13456
2018;BA;PARAMIRIM;MUNICIPAL;ENSINO FUNDAMENTAL;164068
2018;BA;PARAMIRIM;MUNICIPAL;ENSINO Mï¿½DIO;7918
2018;BA;PARAMIRIM;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;18403,2
2018;BA;PARAMIRIM;MUNICIPAL;PRï¿½-ESCOLA;37524
2018;BA;PARATINGA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);954
2018;BA;PARATINGA;MUNICIPAL;CRECHE;88596
2018;BA;PARATINGA;MUNICIPAL;EJA;41600
2018;BA;PARATINGA;MUNICIPAL;ENSINO FUNDAMENTAL;341796
2018;BA;PARATINGA;MUNICIPAL;ENSINO Mï¿½DIO;65232
2018;BA;PARATINGA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;167560
2018;BA;PARATINGA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA;8256
2018;BA;PARATINGA;MUNICIPAL;PRï¿½-ESCOLA;105620
2018;BA;PARATINGA;MUNICIPAL;QUILOMBOLA;95564
2018;BA;PARIPIRANGA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);2226
2018;BA;PARIPIRANGA;MUNICIPAL;CRECHE;77040
2018;BA;PARIPIRANGA;MUNICIPAL;EJA;7424
2018;BA;PARIPIRANGA;MUNICIPAL;ENSINO FUNDAMENTAL;273312
2018;BA;PARIPIRANGA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;9372
2018;BA;PARIPIRANGA;MUNICIPAL;PRï¿½-ESCOLA;65228
2018;BA;PAU BRASIL;MUNICIPAL;CRECHE;18104,4
2018;BA;PAU BRASIL;MUNICIPAL;EJA;11577,6
2018;BA;PAU BRASIL;MUNICIPAL;ENSINO FUNDAMENTAL;90397,8
2018;BA;PAU BRASIL;MUNICIPAL;INDï¿½GENA;6796,8
2018;BA;PAU BRASIL;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;14540,8
2018;BA;PAU BRASIL;MUNICIPAL;PRï¿½-ESCOLA;23850
2018;BA;PAULO AFONSO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);28832
2018;BA;PAULO AFONSO;MUNICIPAL;CRECHE;146590
2018;BA;PAULO AFONSO;MUNICIPAL;EJA;60480
2018;BA;PAULO AFONSO;MUNICIPAL;ENSINO FUNDAMENTAL;1037698
2018;BA;PAULO AFONSO;MUNICIPAL;ENSINO Mï¿½DIO;18720
2018;BA;PAULO AFONSO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;9088
2018;BA;PAULO AFONSO;MUNICIPAL;PRï¿½-ESCOLA;256204
2018;BA;PE DE SERRA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);6678
2018;BA;PE DE SERRA;MUNICIPAL;CRECHE;49862
2018;BA;PE DE SERRA;MUNICIPAL;EJA;22400
2018;BA;PE DE SERRA;MUNICIPAL;ENSINO FUNDAMENTAL;254346
2018;BA;PE DE SERRA;MUNICIPAL;PRï¿½-ESCOLA;33178
2018;BA;PEDRAO;MUNICIPAL;CRECHE;18404
2018;BA;PEDRAO;MUNICIPAL;EJA;5888
2018;BA;PEDRAO;MUNICIPAL;ENSINO FUNDAMENTAL;110106
2018;BA;PEDRAO;MUNICIPAL;PRï¿½-ESCOLA;15582
2018;BA;PEDRAO;MUNICIPAL;QUILOMBOLA;5248
2018;BA;PEDRO ALEXANDRE;MUNICIPAL;CRECHE;61204
2018;BA;PEDRO ALEXANDRE;MUNICIPAL;EJA;48256
2018;BA;PEDRO ALEXANDRE;MUNICIPAL;ENSINO FUNDAMENTAL;167544
2018;BA;PEDRO ALEXANDRE;MUNICIPAL;INDï¿½GENA;1536
2018;BA;PEDRO ALEXANDRE;MUNICIPAL;PRï¿½-ESCOLA;50456
2018;BA;PIATA;MUNICIPAL;CRECHE;40232
2018;BA;PIATA;MUNICIPAL;EJA;7808
2018;BA;PIATA;MUNICIPAL;ENSINO FUNDAMENTAL;373988
2018;BA;PIATA;MUNICIPAL;PRï¿½-ESCOLA;59890
2018;BA;PIATA;MUNICIPAL;QUILOMBOLA;58106
2018;BA;PILAO ARCADO;MUNICIPAL;CRECHE;75114
2018;BA;PILAO ARCADO;MUNICIPAL;ENSINO FUNDAMENTAL;487152
2018;BA;PILAO ARCADO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;62139,2
2018;BA;PILAO ARCADO;MUNICIPAL;PRï¿½-ESCOLA;160186
2018;BA;PINDAI;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);13992
2018;BA;PINDAI;MUNICIPAL;CRECHE;47936
2018;BA;PINDAI;MUNICIPAL;EJA;10112
2018;BA;PINDAI;MUNICIPAL;ENSINO FUNDAMENTAL;139032
2018;BA;PINDAI;MUNICIPAL;PRï¿½-ESCOLA;38160
2018;BA;PINDOBACU;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);3392
2018;BA;PINDOBACU;MUNICIPAL;CRECHE;104646
2018;BA;PINDOBACU;MUNICIPAL;EJA;36864
2018;BA;PINDOBACU;MUNICIPAL;ENSINO FUNDAMENTAL;440462
2018;BA;PINDOBACU;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;7795,8
2018;BA;PINDOBACU;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - QUILOMBOLA;2132,8
2018;BA;PINDOBACU;MUNICIPAL;PRï¿½-ESCOLA;95360
2018;BA;PINDOBACU;MUNICIPAL;QUILOMBOLA;127542
2018;BA;PINTADAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1060
2018;BA;PINTADAS;MUNICIPAL;EJA;5184
2018;BA;PINTADAS;MUNICIPAL;ENSINO FUNDAMENTAL;99792
2018;BA;PINTADAS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;45440
2018;BA;PINTADAS;MUNICIPAL;PRï¿½-ESCOLA;27454
2018;BA;PIRAI DO NORTE;MUNICIPAL;CRECHE;13674,6
2018;BA;PIRAI DO NORTE;MUNICIPAL;EJA;15264
2018;BA;PIRAI DO NORTE;MUNICIPAL;ENSINO FUNDAMENTAL;87415,2
2018;BA;PIRAI DO NORTE;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;63516,6
2018;BA;PIRAI DO NORTE;MUNICIPAL;PRï¿½-ESCOLA;21751,2
2018;BA;PIRIPA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);848
2018;BA;PIRIPA;MUNICIPAL;CRECHE;21400
2018;BA;PIRIPA;MUNICIPAL;EJA;11008
2018;BA;PIRIPA;MUNICIPAL;ENSINO FUNDAMENTAL;101072
2018;BA;PIRIPA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;6816
2018;BA;PIRIPA;MUNICIPAL;PRï¿½-ESCOLA;27136
2018;BA;PIRITIBA;MUNICIPAL;CRECHE;27392
2018;BA;PIRITIBA;MUNICIPAL;EJA;10432
2018;BA;PIRITIBA;MUNICIPAL;ENSINO FUNDAMENTAL;291422
2018;BA;PIRITIBA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;20902,4
2018;BA;PIRITIBA;MUNICIPAL;PRï¿½-ESCOLA;44838
2018;BA;PLANALTINO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);1378
2018;BA;PLANALTINO;MUNICIPAL;CRECHE;43014
2018;BA;PLANALTINO;MUNICIPAL;EJA;10048
2018;BA;PLANALTINO;MUNICIPAL;ENSINO FUNDAMENTAL;137308
2018;BA;PLANALTINO;MUNICIPAL;PRï¿½-ESCOLA;26402
2018;BA;PLANALTINO;MUNICIPAL;QUILOMBOLA;3330
2018;BA;PLANALTO;MUNICIPAL;CRECHE;15408
2018;BA;PLANALTO;MUNICIPAL;EJA;32320
2018;BA;PLANALTO;MUNICIPAL;ENSINO FUNDAMENTAL;423528
2018;BA;PLANALTO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;47144
2018;BA;PLANALTO;MUNICIPAL;PRï¿½-ESCOLA;65668
2018;BA;PLANALTO;MUNICIPAL;QUILOMBOLA;1152
2018;BA;POCOES;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);10176
2018;BA;POCOES;MUNICIPAL;CRECHE;49476,8
2018;BA;POCOES;MUNICIPAL;EJA;52889,6
2018;BA;POCOES;MUNICIPAL;ENSINO FUNDAMENTAL;762064
2018;BA;POCOES;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;46263,6
2018;BA;POCOES;MUNICIPAL;PRï¿½-ESCOLA;121024
2018;BA;POJUCA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);742
2018;BA;POJUCA;MUNICIPAL;CRECHE;16906
2018;BA;POJUCA;MUNICIPAL;EJA;25408
2018;BA;POJUCA;MUNICIPAL;ENSINO FUNDAMENTAL;295272
2018;BA;POJUCA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;73953,6
2018;BA;POJUCA;MUNICIPAL;PRï¿½-ESCOLA;74324
2018;BA;PONTO NOVO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);477
2018;BA;PONTO NOVO;MUNICIPAL;CRECHE;24075
2018;BA;PONTO NOVO;MUNICIPAL;EJA;14227,2
2018;BA;PONTO NOVO;MUNICIPAL;ENSINO FUNDAMENTAL;232461
2018;BA;PONTO NOVO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;28513,6
2018;BA;PONTO NOVO;MUNICIPAL;PRï¿½-ESCOLA;57236,4
2018;BA;PONTO NOVO;MUNICIPAL;QUILOMBOLA;17510,4
2018;BA;PORTO SEGURO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);72928
2018;BA;PORTO SEGURO;MUNICIPAL;CRECHE;213572
2018;BA;PORTO SEGURO;MUNICIPAL;EJA;188232
2018;BA;PORTO SEGURO;MUNICIPAL;ENSINO FUNDAMENTAL;2110692
2018;BA;PORTO SEGURO;MUNICIPAL;INDï¿½GENA;253312
2018;BA;PORTO SEGURO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;221860,8
2018;BA;PORTO SEGURO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - INDï¿½GENA;23392
2018;BA;PORTO SEGURO;MUNICIPAL;PRï¿½-ESCOLA;382866
2018;BA;POTIRAGUA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);212
2018;BA;POTIRAGUA;MUNICIPAL;CRECHE;34668
2018;BA;POTIRAGUA;MUNICIPAL;EJA;5696
2018;BA;POTIRAGUA;MUNICIPAL;ENSINO FUNDAMENTAL;193184
2018;BA;POTIRAGUA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;31012,8
2018;BA;POTIRAGUA;MUNICIPAL;PRï¿½-ESCOLA;32580
2018;BA;PRADO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);212
2018;BA;PRADO;MUNICIPAL;CRECHE;111280
2018;BA;PRADO;MUNICIPAL;EJA;37248
2018;BA;PRADO;MUNICIPAL;ENSINO FUNDAMENTAL;535152
2018;BA;PRADO;MUNICIPAL;ENSINO Mï¿½DIO;21096
2018;BA;PRADO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;75089,6
2018;BA;PRADO;MUNICIPAL;PRï¿½-ESCOLA;94552
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);530
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;CRECHE;29532
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;EJA;5184
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;ENSINO FUNDAMENTAL;345032
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;PRï¿½-ESCOLA;35086
2018;BA;PRESIDENTE DUTRA;MUNICIPAL;QUILOMBOLA;9368
2018;BA;PRESIDENTE JANIO QUADROS;MUNICIPAL;CRECHE;35524
2018;BA;PRESIDENTE JANIO QUADROS;MUNICIPAL;EJA;7168
2018;BA;PRESIDENTE JANIO QUADROS;MUNICIPAL;ENSINO FUNDAMENTAL;322322
2018;BA;PRESIDENTE JANIO QUADROS;MUNICIPAL;PRï¿½-ESCOLA;30952
2018;BA;PRESIDENTE JANIO QUADROS;MUNICIPAL;QUILOMBOLA;1152
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);7738
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;CRECHE;42372
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;EJA;9024
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;ENSINO FUNDAMENTAL;576648
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;38169,6
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;PRï¿½-ESCOLA;87880
2018;BA;PRESIDENTE TANCREDO NEVES;MUNICIPAL;QUILOMBOLA;3840
2018;BA;QUEIMADAS;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);636
2018;BA;QUEIMADAS;MUNICIPAL;CRECHE;51574
2018;BA;QUEIMADAS;MUNICIPAL;EJA;29440
2018;BA;QUEIMADAS;MUNICIPAL;ENSINO FUNDAMENTAL;691068
2018;BA;QUEIMADAS;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;53463
2018;BA;QUEIMADAS;MUNICIPAL;PRï¿½-ESCOLA;66994
2018;BA;QUIJINGUE;MUNICIPAL;CRECHE;95658
2018;BA;QUIJINGUE;MUNICIPAL;EJA;16960
2018;BA;QUIJINGUE;MUNICIPAL;ENSINO FUNDAMENTAL;331776
2018;BA;QUIJINGUE;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;106216
2018;BA;QUIJINGUE;MUNICIPAL;PRï¿½-ESCOLA;71974
2018;BA;QUIXABEIRA;MUNICIPAL;CRECHE;48792
2018;BA;QUIXABEIRA;MUNICIPAL;EJA;34144
2018;BA;QUIXABEIRA;MUNICIPAL;ENSINO FUNDAMENTAL;88978
2018;BA;QUIXABEIRA;MUNICIPAL;ENSINO Mï¿½DIO;31886
2018;BA;QUIXABEIRA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;52142,4
2018;BA;QUIXABEIRA;MUNICIPAL;PRï¿½-ESCOLA;22080
2018;BA;QUIXABEIRA;MUNICIPAL;QUILOMBOLA;38484
2018;BA;RAFAEL JAMBEIRO;MUNICIPAL;CRECHE;49434
2018;BA;RAFAEL JAMBEIRO;MUNICIPAL;EJA;30464
2018;BA;RAFAEL JAMBEIRO;MUNICIPAL;ENSINO FUNDAMENTAL;489044
2018;BA;RAFAEL JAMBEIRO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;68273,6
2018;BA;RAFAEL JAMBEIRO;MUNICIPAL;PRï¿½-ESCOLA;64060
2018;BA;REMANSO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);4346
2018;BA;REMANSO;MUNICIPAL;CRECHE;140384
2018;BA;REMANSO;MUNICIPAL;EJA;46656
2018;BA;REMANSO;MUNICIPAL;ENSINO FUNDAMENTAL;913686
2018;BA;REMANSO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;34080
2018;BA;REMANSO;MUNICIPAL;PRï¿½-ESCOLA;134122
2018;BA;RETIROLANDIA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);6466
2018;BA;RETIROLANDIA;MUNICIPAL;CRECHE;64628
2018;BA;RETIROLANDIA;MUNICIPAL;EJA;14400
2018;BA;RETIROLANDIA;MUNICIPAL;ENSINO FUNDAMENTAL;107928
2018;BA;RETIROLANDIA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;17040
2018;BA;RETIROLANDIA;MUNICIPAL;PRï¿½-ESCOLA;31376
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);5300
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;CRECHE;11770
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;EJA;16968
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;ENSINO FUNDAMENTAL;259560
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;88153,6
2018;BA;RIACHAO DAS NEVES;MUNICIPAL;PRï¿½-ESCOLA;80408
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);5194
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;CRECHE;80250
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;EJA;35194
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;ENSINO FUNDAMENTAL;508190
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;PRï¿½-ESCOLA;54272
2018;BA;RIACHAO DO JACUIPE;MUNICIPAL;QUILOMBOLA;82366
2018;BA;RIACHO DE SANTANA;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);9328
2018;BA;RIACHO DE SANTANA;MUNICIPAL;CRECHE;56496
2018;BA;RIACHO DE SANTANA;MUNICIPAL;EJA;15734
2018;BA;RIACHO DE SANTANA;MUNICIPAL;ENSINO FUNDAMENTAL;515558
2018;BA;RIACHO DE SANTANA;MUNICIPAL;ENSINO Mï¿½DIO;73188
2018;BA;RIACHO DE SANTANA;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;40555,2
2018;BA;RIACHO DE SANTANA;MUNICIPAL;PRï¿½-ESCOLA;115374
2018;BA;RIACHO DE SANTANA;MUNICIPAL;QUILOMBOLA;50432
2018;BA;RIBEIRA DO AMPARO;MUNICIPAL;CRECHE;38520
2018;BA;RIBEIRA DO AMPARO;MUNICIPAL;EJA;15104
2018;BA;RIBEIRA DO AMPARO;MUNICIPAL;ENSINO FUNDAMENTAL;251404
2018;BA;RIBEIRA DO AMPARO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;62934,4
2018;BA;RIBEIRA DO AMPARO;MUNICIPAL;PRï¿½-ESCOLA;46534
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);3816
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;CRECHE;135676
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;EJA;54986
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;ENSINO FUNDAMENTAL;543476
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;104625,6
2018;BA;RIBEIRA DO POMBAL;MUNICIPAL;PRï¿½-ESCOLA;153280
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);5088
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;CRECHE;32314
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;EJA;29376
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;ENSINO FUNDAMENTAL;136612
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;54528
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;PRï¿½-ESCOLA;30866
2018;BA;RIBEIRAO DO LARGO;MUNICIPAL;QUILOMBOLA;1536
2018;BA;RIO DE CONTAS;MUNICIPAL;CRECHE;24182
2018;BA;RIO DE CONTAS;MUNICIPAL;ENSINO FUNDAMENTAL;87192
2018;BA;RIO DE CONTAS;MUNICIPAL;PRï¿½-ESCOLA;25334
2018;BA;RIO DE CONTAS;MUNICIPAL;QUILOMBOLA;1664
2018;BA;RIO DO ANTONIO;MUNICIPAL;CRECHE;27820
2018;BA;RIO DO ANTONIO;MUNICIPAL;EJA;5440
2018;BA;RIO DO ANTONIO;MUNICIPAL;ENSINO FUNDAMENTAL;323112
2018;BA;RIO DO ANTONIO;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;2272
2018;BA;RIO DO ANTONIO;MUNICIPAL;PRï¿½-ESCOLA;35192
2018;BA;RIO DO PIRES;MUNICIPAL;CRECHE;24824
2018;BA;RIO DO PIRES;MUNICIPAL;ENSINO FUNDAMENTAL;120694
2018;BA;RIO DO PIRES;MUNICIPAL;MAIS EDUCAï¿½ï¿½O (PARC. COMPLEM.) - FUNDAMENTAL;6134,4
2018;BA;RIO DO PIRES;MUNICIPAL;PRï¿½-ESCOLA;23108
2018;BA;RIO REAL;MUNICIPAL;ATENDIMENTO EDUCACIONAL ESPECIALIZADO (AEE);2544
2018;BA;RIO REAL;MUNICIPAL;CRECHE;97798
