"NU_SEQUENCIAL","NO_MUNICIPIO_ESC","SG_UF_ESC","TP_DEPENDENCIA_ADM_ESC","TP_LOCALIZACAO_ESC","TP_SIT_FUNC_ESC","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO"
1346648,"Macapá","AP",4,1,1,456.1,463.9,477.6,564.4,760
1650854,"Santana","AP",2,1,1,406.2,458.5,557.2,448.5,880
3885057,"Macapá","AP",2,1,1,580.2,380,377.1,516.1,560
2216132,"Santana","AP",2,1,1,557,543.5,503.4,587.5,900
2392222,"Macapá","AP",2,1,1,597.2,585.8,591.7,529,720
851723,"Macapá","AP",2,1,1,,,,,
228671,"Macapá","AP",2,1,1,502.2,606.4,607.5,495.1,880
540914,"Macapá","AP",2,1,1,544.4,654.6,580.5,666,820
934453,"Macapá","AP",2,1,1,568.7,586.5,518.7,410,600
3027832,"Calçoene","AP",2,2,1,410.3,338,434.1,379.6,460
2839254,"Porto Grande","AP",2,1,1,381.7,503.2,488.6,434.5,540
3947317,"Macapá","AP",2,1,1,400.3,366.7,375.7,440.5,480
1392839,"Macapá","AP",2,1,1,356.2,357.9,497.3,389,540
89816,"Macapá","AP",2,1,1,557.3,470.9,535.3,616.4,860
1887366,"Santana","AP",2,1,1,512.1,416.5,480.6,525.5,720
303795,"Macapá","AP",2,1,1,406.2,448.5,464.5,537,520
351825,"Macapá","AP",2,1,1,,,,,
4268491,"Santana","AP",2,1,1,,,,,
1606524,"Macapá","AP",2,1,1,386.1,452,517.2,423.1,400
772555,"Tartarugalzinho","AP",2,2,1,417.8,478.5,471.7,421,560
238666,"Santana","AP",2,1,1,454,400.2,400.9,400.1,460
1832203,"Macapá","AP",2,1,1,514.3,544.2,554.7,406.8,720
3245328,"Macapá","AP",2,1,1,467.8,555.9,574.1,450.4,660
368087,"Macapá","AP",2,1,1,468.3,504.1,528,435.9,480
574383,"Tartarugalzinho","AP",2,1,1,449.3,485.5,493.2,390.9,520
3798359,"Santana","AP",2,1,1,449.2,433.5,541.6,542.9,0
72321,"Macapá","AP",2,2,1,450.1,398.2,493.8,520.9,500
2691874,"Macapá","AP",2,1,1,,,,,
3986258,"Santana","AP",2,1,1,,439.9,522.9,,540
2043818,"Macapá","AP",2,1,1,405.6,462.9,426,524.8,460
3562401,"Santana","AP",2,1,1,442.4,539.2,513.8,431.8,540
546004,"Macapá","AP",2,1,1,534.7,453.3,514.5,373.7,740
875276,"Santana","AP",2,1,1,519.9,534.4,497.2,515.2,900
670364,"Macapá","AP",2,1,1,438.9,506.5,529,445,660
1707265,"Santana","AP",2,1,1,,,,,
1506891,"Calçoene","AP",2,1,1,558,558.8,556.9,442.1,540
1229419,"Tartarugalzinho","AP",2,1,1,416,593.4,540.3,455.6,940
1612498,"Macapá","AP",2,2,1,419.3,381.2,368,387.7,380
3135004,"Santana","AP",2,1,1,,,,,
2301949,"Macapá","AP",4,1,1,546.1,611,592.8,428.3,540
1116839,"Macapá","AP",2,1,1,458.1,436.2,450.5,419.2,500
1110483,"Macapá","AP",2,1,1,398.8,435.5,451.3,461.3,700
3169051,"Macapá","AP",2,1,1,523.1,404.9,446.3,419.3,480
1533420,"Santana","AP",2,1,1,,,,,
